,dataset,model,algorithm,fold,metric,value
886,rPPB,MolBERT,random-forest,0,RMSE,0.5901993498318855
887,rPPB,MolBERT,random-forest,0,R2,0.3970479633138423
888,rPPB,MolBERT,random-forest,1,MAE,0.5169011192341175
889,rPPB,MolBERT,random-forest,1,RMSE,0.637672221821815
890,rPPB,MolBERT,random-forest,1,R2,0.3859623741874614
891,rPPB,MolBERT,random-forest,2,MAE,0.39399756302272726
892,rPPB,MolBERT,random-forest,2,RMSE,0.4796068348615669
893,rPPB,MolBERT,random-forest,2,R2,0.4637458718828982
894,rPPB,MolBERT,random-forest,3,MAE,0.4647942398766667
895,rPPB,MolBERT,random-forest,3,RMSE,0.5821021844610478
896,rPPB,MolBERT,random-forest,3,R2,0.3530912587572108
897,rPPB,MolBERT,random-forest,4,MAE,0.6890539557311764
898,rPPB,MolBERT,random-forest,4,RMSE,0.8400803826561665
899,rPPB,MolBERT,random-forest,4,R2,0.20875511296076876
900,RLM,ECFP4,linear,0,MAE,1.8588113158691735
901,RLM,ECFP4,linear,0,RMSE,2.386926211104035
902,RLM,ECFP4,linear,0,R2,-12.488791941987598
903,RLM,ECFP4,linear,1,MAE,2.0830342801058874
904,RLM,ECFP4,linear,1,RMSE,2.6019540576304085
905,RLM,ECFP4,linear,1,R2,-16.416632738908852
906,RLM,ECFP4,linear,2,MAE,1.8668547176303298
907,RLM,ECFP4,linear,2,RMSE,2.4077587160804317
908,RLM,ECFP4,linear,2,R2,-13.177961539950205
909,RLM,ECFP4,linear,3,MAE,1.6534686628335842
910,RLM,ECFP4,linear,3,RMSE,2.1661189370786142
911,RLM,ECFP4,linear,3,R2,-9.551369210858685
912,RLM,ECFP4,linear,4,MAE,1.6710440180520918
913,RLM,ECFP4,linear,4,RMSE,2.1407347241159753
914,RLM,ECFP4,linear,4,R2,-9.860847239776835
915,RLM,ECFP4,svm,0,MAE,0.43106965461783875
916,RLM,ECFP4,svm,0,RMSE,0.5384620390080878
917,RLM,ECFP4,svm,0,R2,0.31355578127685735
918,RLM,ECFP4,svm,1,MAE,0.4171574171324575
919,RLM,ECFP4,svm,1,RMSE,0.5269310341051097
920,RLM,ECFP4,svm,1,R2,0.2857134029406777
921,RLM,ECFP4,svm,2,MAE,0.4344762945876458
922,RLM,ECFP4,svm,2,RMSE,0.5435009724315332
923,RLM,ECFP4,svm,2,R2,0.27758206815814523
924,RLM,ECFP4,svm,3,MAE,0.4574563491340602
925,RLM,ECFP4,svm,3,RMSE,0.5629571439796813
926,RLM,ECFP4,svm,3,R2,0.287319475064001
927,RLM,ECFP4,svm,4,MAE,0.44438768039314247
928,RLM,ECFP4,svm,4,RMSE,0.5420332977402368
929,RLM,ECFP4,svm,4,R2,0.3037103636743834
930,RLM,ECFP4,random-forest,0,MAE,0.4716650868314807
931,RLM,ECFP4,random-forest,0,RMSE,0.5720716461069684
932,RLM,ECFP4,random-forest,0,R2,0.22518875494049317
933,RLM,ECFP4,random-forest,1,MAE,0.449777948921985
934,RLM,ECFP4,random-forest,1,RMSE,0.5615579110922692
935,RLM,ECFP4,random-forest,1,R2,0.18875124043728353
936,RLM,ECFP4,random-forest,2,MAE,0.46727209645708556
937,RLM,ECFP4,random-forest,2,RMSE,0.5782621108011782
938,RLM,ECFP4,random-forest,2,R2,0.18221838844563476
939,RLM,ECFP4,random-forest,3,MAE,0.48379120241946194
940,RLM,ECFP4,random-forest,3,RMSE,0.589775513953932
941,RLM,ECFP4,random-forest,3,R2,0.21780020606491568
942,RLM,ECFP4,random-forest,4,MAE,0.47206989003124306
943,RLM,ECFP4,random-forest,4,RMSE,0.5762217166253993
944,RLM,ECFP4,random-forest,4,R2,0.21310417367767298
945,RLM,MolFormer,linear,0,MAE,0.4790982273016419
946,RLM,MolFormer,linear,0,RMSE,0.6063774085180034
947,RLM,MolFormer,linear,0,R2,0.12947530801581286
948,RLM,MolFormer,linear,1,MAE,0.4644765907031325
949,RLM,MolFormer,linear,1,RMSE,0.5862862078854301
950,RLM,MolFormer,linear,1,R2,0.11573120085472266
951,RLM,MolFormer,linear,2,MAE,0.5088779505451727
952,RLM,MolFormer,linear,2,RMSE,0.6422682654327716
953,RLM,MolFormer,linear,2,R2,-0.008836518106483116
954,RLM,MolFormer,linear,3,MAE,0.5147259044722134
955,RLM,MolFormer,linear,3,RMSE,0.6525517124680368
956,RLM,MolFormer,linear,3,R2,0.04242215568640417
957,RLM,MolFormer,linear,4,MAE,0.46129158752097116
958,RLM,MolFormer,linear,4,RMSE,0.5869419255231706
959,RLM,MolFormer,linear,4,R2,0.18355250119505062
960,RLM,MolFormer,svm,0,MAE,0.3899610982601535
961,RLM,MolFormer,svm,0,RMSE,0.4879805892291321
962,RLM,MolFormer,svm,0,R2,0.43623233520373017
963,RLM,MolFormer,svm,1,MAE,0.39188745648760603
964,RLM,MolFormer,svm,1,RMSE,0.5017058286690977
965,RLM,MolFormer,svm,1,R2,0.352465012437403
966,RLM,MolFormer,svm,2,MAE,0.40055110739235367
967,RLM,MolFormer,svm,2,RMSE,0.5085817746192878
968,RLM,MolFormer,svm,2,R2,0.367428746041081
969,RLM,MolFormer,svm,3,MAE,0.43206878882967215
970,RLM,MolFormer,svm,3,RMSE,0.5457444761438557
971,RLM,MolFormer,svm,3,R2,0.3302342749620871
972,RLM,MolFormer,svm,4,MAE,0.3961705306490188
973,RLM,MolFormer,svm,4,RMSE,0.5015736733426187
974,RLM,MolFormer,svm,4,R2,0.40377873147551313
975,RLM,MolFormer,random-forest,0,MAE,0.47371430455707497
976,RLM,MolFormer,random-forest,0,RMSE,0.5711777901842474
977,RLM,MolFormer,random-forest,0,R2,0.2276081321591591
978,RLM,MolFormer,random-forest,1,MAE,0.4508434477020599
979,RLM,MolFormer,random-forest,1,RMSE,0.559613616427459
980,RLM,MolFormer,random-forest,1,R2,0.1943591253293646
981,RLM,MolFormer,random-forest,2,MAE,0.4657054036998907
982,RLM,MolFormer,random-forest,2,RMSE,0.5677557930233371
983,RLM,MolFormer,random-forest,2,R2,0.21166462533388086
984,RLM,MolFormer,random-forest,3,MAE,0.490195694676846
985,RLM,MolFormer,random-forest,3,RMSE,0.5908577586979774
986,RLM,MolFormer,random-forest,3,R2,0.214926881237821
987,RLM,MolFormer,random-forest,4,MAE,0.47435506544411876
988,RLM,MolFormer,random-forest,4,RMSE,0.5746107022236848
989,RLM,MolFormer,random-forest,4,R2,0.21749806699577845
990,RLM,PhysChem,linear,0,MAE,0.42676745910365455
991,RLM,PhysChem,linear,0,RMSE,0.5487587859866242
992,RLM,PhysChem,linear,0,R2,0.2870516928228677
993,RLM,PhysChem,linear,1,MAE,0.4034244533387366
994,RLM,PhysChem,linear,1,RMSE,0.5190347533885447
995,RLM,PhysChem,linear,1,R2,0.30696076433178454
996,RLM,PhysChem,linear,2,MAE,0.41272602034757117
997,RLM,PhysChem,linear,2,RMSE,0.5279407505263919
998,RLM,PhysChem,linear,2,R2,0.31835502495028556
999,RLM,PhysChem,linear,3,MAE,0.4082322196403768
1000,RLM,PhysChem,linear,3,RMSE,0.5104961396358108
1001,RLM,PhysChem,linear,3,R2,0.4139574541220902
1002,RLM,PhysChem,linear,4,MAE,0.4317653899731167
1003,RLM,PhysChem,linear,4,RMSE,0.5382425847109599
1004,RLM,PhysChem,linear,4,R2,0.3134153200241542
1005,RLM,PhysChem,svm,0,MAE,0.39000525239923806
1006,RLM,PhysChem,svm,0,RMSE,0.48729293191560197
1007,RLM,PhysChem,svm,0,R2,0.43782012705342943
1008,RLM,PhysChem,svm,1,MAE,0.39110776931314245
1009,RLM,PhysChem,svm,1,RMSE,0.5004077299387721
1010,RLM,PhysChem,svm,1,R2,0.35581150303663533
1011,RLM,PhysChem,svm,2,MAE,0.3819233700464754
1012,RLM,PhysChem,svm,2,RMSE,0.4813929921004424
1013,RLM,PhysChem,svm,2,R2,0.43325539583157
1014,RLM,PhysChem,svm,3,MAE,0.40862244987889984
1015,RLM,PhysChem,svm,3,RMSE,0.5089000150133643
1016,RLM,PhysChem,svm,3,R2,0.4176163833556731
1017,RLM,PhysChem,svm,4,MAE,0.39195140265906503
1018,RLM,PhysChem,svm,4,RMSE,0.4967567799922862
1019,RLM,PhysChem,svm,4,R2,0.41517543755356845
1020,RLM,PhysChem,random-forest,0,MAE,0.413309935568574
1021,RLM,PhysChem,random-forest,0,RMSE,0.5072565421079482
1022,RLM,PhysChem,random-forest,0,R2,0.3908133427783259
1023,RLM,PhysChem,random-forest,1,MAE,0.42570475358928844
1024,RLM,PhysChem,random-forest,1,RMSE,0.5281311906048156
1025,RLM,PhysChem,random-forest,1,R2,0.28245592936517316
1026,RLM,PhysChem,random-forest,2,MAE,0.42289787326726774
1027,RLM,PhysChem,random-forest,2,RMSE,0.5213129405373566
1028,RLM,PhysChem,random-forest,2,R2,0.33536244434991214
1029,RLM,PhysChem,random-forest,3,MAE,0.4424008858099072
1030,RLM,PhysChem,random-forest,3,RMSE,0.5369596239505919
1031,RLM,PhysChem,random-forest,3,R2,0.3516231755499619
1032,RLM,PhysChem,random-forest,4,MAE,0.424605060340204
1033,RLM,PhysChem,random-forest,4,RMSE,0.5300739174837265
1034,RLM,PhysChem,random-forest,4,R2,0.3340971583665818
1035,RLM,MolBERT,linear,0,MAE,0.43257920056284765
1036,RLM,MolBERT,linear,0,RMSE,0.5369095529507262
1037,RLM,MolBERT,linear,0,R2,0.31750836735803145
1038,RLM,MolBERT,linear,1,MAE,0.4893184166652448
1039,RLM,MolBERT,linear,1,RMSE,0.6220949057453024
1040,RLM,MolBERT,linear,1,R2,0.004415249176434655
1041,RLM,MolBERT,linear,2,MAE,0.4697679134893484
1042,RLM,MolBERT,linear,2,RMSE,0.5906416175105026
1043,RLM,MolBERT,linear,2,R2,0.1468292532465294
1044,RLM,MolBERT,linear,3,MAE,0.46464582287710504
1045,RLM,MolBERT,linear,3,RMSE,0.5833180312261326
1046,RLM,MolBERT,linear,3,R2,0.23483512691688724
1047,RLM,MolBERT,linear,4,MAE,0.4596901183517865
1048,RLM,MolBERT,linear,4,RMSE,0.587447963172322
1049,RLM,MolBERT,linear,4,R2,0.18214407812293376
1050,RLM,MolBERT,svm,0,MAE,0.35881513135245574
1051,RLM,MolBERT,svm,0,RMSE,0.4484990683348425
1052,RLM,MolBERT,svm,0,R2,0.5237684548245269
1053,RLM,MolBERT,svm,1,MAE,0.38214742932649376
1054,RLM,MolBERT,svm,1,RMSE,0.48870413959616577
1055,RLM,MolBERT,svm,1,R2,0.38559183067248015
1056,RLM,MolBERT,svm,2,MAE,0.3714348678927902
1057,RLM,MolBERT,svm,2,RMSE,0.4634099298525687
1058,RLM,MolBERT,svm,2,R2,0.4748074732908917
1059,RLM,MolBERT,svm,3,MAE,0.38480056862080997
1060,RLM,MolBERT,svm,3,RMSE,0.48339628442125043
1061,RLM,MolBERT,svm,3,R2,0.4745264776979312
1062,RLM,MolBERT,svm,4,MAE,0.3706928820506967
1063,RLM,MolBERT,svm,4,RMSE,0.47288447751922547
1064,RLM,MolBERT,svm,4,R2,0.47003386986628093
1065,RLM,MolBERT,random-forest,0,MAE,0.4361737725092139
1066,RLM,MolBERT,random-forest,0,RMSE,0.530554536242414
1067,RLM,MolBERT,random-forest,0,R2,0.33356908841534594
1068,RLM,MolBERT,random-forest,1,MAE,0.4289093763999626
1069,RLM,MolBERT,random-forest,1,RMSE,0.5351664779085294
1070,RLM,MolBERT,random-forest,1,R2,0.263211650334941
1071,RLM,MolBERT,random-forest,2,MAE,0.4436781775339708
1072,RLM,MolBERT,random-forest,2,RMSE,0.5392519731108473
1073,RLM,MolBERT,random-forest,2,R2,0.2888333991792478
1074,RLM,MolBERT,random-forest,3,MAE,0.44580380338467535
1075,RLM,MolBERT,random-forest,3,RMSE,0.5443390987315663
1076,RLM,MolBERT,random-forest,3,R2,0.333679336521715
1077,RLM,MolBERT,random-forest,4,MAE,0.4499780400815955
1078,RLM,MolBERT,random-forest,4,RMSE,0.5528233016417102
1079,RLM,MolBERT,random-forest,4,R2,0.2757130192419254
