,dataset,model,algorithm,fold,metric,value
444,hPPB,MolFormer,random-forest,3,MAE,0.649877510103158
445,hPPB,MolFormer,random-forest,3,RMSE,0.8426415510945903
446,hPPB,MolFormer,random-forest,3,R2,0.2004739966817537
447,hPPB,MolFormer,random-forest,4,MAE,0.4846683451789744
448,hPPB,MolFormer,random-forest,4,RMSE,0.6062775267206788
449,hPPB,MolFormer,random-forest,4,R2,0.4510607813176051
450,hPPB,PhysChem,linear,0,MAE,5.164545322316088
451,hPPB,PhysChem,linear,0,RMSE,7.667638405926596
452,hPPB,PhysChem,linear,0,R2,-74.29013338473352
453,hPPB,PhysChem,linear,1,MAE,8.645465947554534
454,hPPB,PhysChem,linear,1,RMSE,11.119670345779165
455,hPPB,PhysChem,linear,1,R2,-247.2405377074288
456,hPPB,PhysChem,linear,2,MAE,162.82305019235125
457,hPPB,PhysChem,linear,2,RMSE,887.9631336725142
458,hPPB,PhysChem,linear,2,R2,-1148184.040164737
459,hPPB,PhysChem,linear,3,MAE,498.6705016300721
460,hPPB,PhysChem,linear,3,RMSE,2363.973205579509
461,hPPB,PhysChem,linear,3,R2,-6292625.448146866
462,hPPB,PhysChem,linear,4,MAE,12.180089721890274
463,hPPB,PhysChem,linear,4,RMSE,19.814090094116658
464,hPPB,PhysChem,linear,4,R2,-585.313084271589
465,hPPB,PhysChem,svm,0,MAE,0.4760176653803506
466,hPPB,PhysChem,svm,0,RMSE,0.6579636553008166
467,hPPB,PhysChem,svm,0,R2,0.4456058642190558
468,hPPB,PhysChem,svm,1,MAE,0.3461638800866352
469,hPPB,PhysChem,svm,1,RMSE,0.4535775927186885
470,hPPB,PhysChem,svm,1,R2,0.5869600474687238
471,hPPB,PhysChem,svm,2,MAE,0.4903302073404453
472,hPPB,PhysChem,svm,2,RMSE,0.6758647724189999
473,hPPB,PhysChem,svm,2,R2,0.3348162440811552
474,hPPB,PhysChem,svm,3,MAE,0.4840756895585183
475,hPPB,PhysChem,svm,3,RMSE,0.6765747642089724
476,hPPB,PhysChem,svm,3,R2,0.4845596163923852
477,hPPB,PhysChem,svm,4,MAE,0.5284599417872543
478,hPPB,PhysChem,svm,4,RMSE,0.6640299697555444
479,hPPB,PhysChem,svm,4,R2,0.3414986326652709
480,hPPB,PhysChem,random-forest,0,MAE,0.43207972877153833
481,hPPB,PhysChem,random-forest,0,RMSE,0.6178505937748469
482,hPPB,PhysChem,random-forest,0,R2,0.5111430934537291
483,hPPB,PhysChem,random-forest,1,MAE,0.3401036634861538
484,hPPB,PhysChem,random-forest,1,RMSE,0.42359996332029354
485,hPPB,PhysChem,random-forest,1,R2,0.6397527234112497
486,hPPB,PhysChem,random-forest,2,MAE,0.49776978277487177
487,hPPB,PhysChem,random-forest,2,RMSE,0.6597282295810813
488,hPPB,PhysChem,random-forest,2,R2,0.3662001247522376
489,hPPB,PhysChem,random-forest,3,MAE,0.44910479722763164
490,hPPB,PhysChem,random-forest,3,RMSE,0.6213296487922575
491,hPPB,PhysChem,random-forest,3,R2,0.5652986312710783
492,hPPB,PhysChem,random-forest,4,MAE,0.5097407729366666
493,hPPB,PhysChem,random-forest,4,RMSE,0.6415613404226189
494,hPPB,PhysChem,random-forest,4,R2,0.38530781523864355
495,hPPB,MolBERT,linear,0,MAE,0.49393040626690266
496,hPPB,MolBERT,linear,0,RMSE,0.749238316272652
497,hPPB,MolBERT,linear,0,R2,0.2811226887002033
498,hPPB,MolBERT,linear,1,MAE,0.4370919153903368
499,hPPB,MolBERT,linear,1,RMSE,0.5431059050328834
500,hPPB,MolBERT,linear,1,R2,0.4078142832488426
501,hPPB,MolBERT,linear,2,MAE,0.49252001188396494
502,hPPB,MolBERT,linear,2,RMSE,0.6041110135068399
503,hPPB,MolBERT,linear,2,R2,0.4685584323344968
504,hPPB,MolBERT,linear,3,MAE,0.49641838096843555
505,hPPB,MolBERT,linear,3,RMSE,0.6947484769714791
506,hPPB,MolBERT,linear,3,R2,0.45649685859256517
507,hPPB,MolBERT,linear,4,MAE,0.5451270936464574
508,hPPB,MolBERT,linear,4,RMSE,0.6992451630110019
509,hPPB,MolBERT,linear,4,R2,0.26980263568203167
510,hPPB,MolBERT,svm,0,MAE,0.5098622853587192
511,hPPB,MolBERT,svm,0,RMSE,0.6699371389012799
512,hPPB,MolBERT,svm,0,R2,0.4252447765980103
513,hPPB,MolBERT,svm,1,MAE,0.33349938522005207
514,hPPB,MolBERT,svm,1,RMSE,0.42941911563896806
515,hPPB,MolBERT,svm,1,R2,0.629787033981912
516,hPPB,MolBERT,svm,2,MAE,0.48049854411959214
517,hPPB,MolBERT,svm,2,RMSE,0.6138744414468698
518,hPPB,MolBERT,svm,2,R2,0.45124168018542776
519,hPPB,MolBERT,svm,3,MAE,0.46725081963844006
520,hPPB,MolBERT,svm,3,RMSE,0.6362837664773738
521,hPPB,MolBERT,svm,3,R2,0.5441221008043151
522,hPPB,MolBERT,svm,4,MAE,0.47578512149004354
523,hPPB,MolBERT,svm,4,RMSE,0.5857618893008791
524,hPPB,MolBERT,svm,4,R2,0.4875829829982048
525,hPPB,MolBERT,random-forest,0,MAE,0.5949660746023077
526,hPPB,MolBERT,random-forest,0,RMSE,0.7484005494105348
527,hPPB,MolBERT,random-forest,0,R2,0.282729426823515
528,hPPB,MolBERT,random-forest,1,MAE,0.42807556254897433
529,hPPB,MolBERT,random-forest,1,RMSE,0.5164108080833724
530,hPPB,MolBERT,random-forest,1,R2,0.46459857231993995
531,hPPB,MolBERT,random-forest,2,MAE,0.5132599891238461
532,hPPB,MolBERT,random-forest,2,RMSE,0.6434502422587457
533,hPPB,MolBERT,random-forest,2,R2,0.39709074415098367
534,hPPB,MolBERT,random-forest,3,MAE,0.5684088318607893
535,hPPB,MolBERT,random-forest,3,RMSE,0.7801376448421711
536,hPPB,MolBERT,random-forest,3,R2,0.3146864454634496
537,hPPB,MolBERT,random-forest,4,MAE,0.4911212382953846
538,hPPB,MolBERT,random-forest,4,RMSE,0.588204709488687
539,hPPB,MolBERT,random-forest,4,R2,0.48330017543990156
540,Solubility,ECFP4,linear,0,MAE,0.9758093872940923
541,Solubility,ECFP4,linear,0,RMSE,1.2733309602751428
542,Solubility,ECFP4,linear,0,R2,-2.348033855522333
543,Solubility,ECFP4,linear,1,MAE,1.0838585482630585
544,Solubility,ECFP4,linear,1,RMSE,1.397097847414039
545,Solubility,ECFP4,linear,1,R2,-3.823660600014297
546,Solubility,ECFP4,linear,2,MAE,1.0414808244536318
547,Solubility,ECFP4,linear,2,RMSE,1.3692823668671061
548,Solubility,ECFP4,linear,2,R2,-3.13658640367209
549,Solubility,ECFP4,linear,3,MAE,1.007233434189129
550,Solubility,ECFP4,linear,3,RMSE,1.3190019026343913
551,Solubility,ECFP4,linear,3,R2,-2.381815253231794
552,Solubility,ECFP4,linear,4,MAE,1.036893209222709
553,Solubility,ECFP4,linear,4,RMSE,1.3314752404385917
554,Solubility,ECFP4,linear,4,R2,-2.7568306670961538
555,Solubility,ECFP4,svm,0,MAE,0.40986259400987285
556,Solubility,ECFP4,svm,0,RMSE,0.5480139007487415
557,Solubility,ECFP4,svm,0,R2,0.37985907469565783
558,Solubility,ECFP4,svm,1,MAE,0.3923179501872523
559,Solubility,ECFP4,svm,1,RMSE,0.5201730867380353
560,Solubility,ECFP4,svm,1,R2,0.3313192013623677
561,Solubility,ECFP4,svm,2,MAE,0.41940734309563354
562,Solubility,ECFP4,svm,2,RMSE,0.5615584829032506
563,Solubility,ECFP4,svm,2,R2,0.3042614730905986
564,Solubility,ECFP4,svm,3,MAE,0.4359567436543322
565,Solubility,ECFP4,svm,3,RMSE,0.5910709759318014
566,Solubility,ECFP4,svm,3,R2,0.32089284996664647
567,Solubility,ECFP4,svm,4,MAE,0.4307546920044148
568,Solubility,ECFP4,svm,4,RMSE,0.5689087074533623
569,Solubility,ECFP4,svm,4,R2,0.31413191837951837
570,Solubility,ECFP4,random-forest,0,MAE,0.44112161135583916
571,Solubility,ECFP4,random-forest,0,RMSE,0.6048686810021725
572,Solubility,ECFP4,random-forest,0,R2,0.24450874862758487
573,Solubility,ECFP4,random-forest,1,MAE,0.4098165102264828
574,Solubility,ECFP4,random-forest,1,RMSE,0.553209083550268
575,Solubility,ECFP4,random-forest,1,R2,0.24368676459490146
576,Solubility,ECFP4,random-forest,2,MAE,0.4511946228358525
577,Solubility,ECFP4,random-forest,2,RMSE,0.6280291893282545
578,Solubility,ECFP4,random-forest,2,R2,0.12980671521549902
579,Solubility,ECFP4,random-forest,3,MAE,0.45625932369506916
580,Solubility,ECFP4,random-forest,3,RMSE,0.6397148697140439
581,Solubility,ECFP4,random-forest,3,R2,0.2045151260281043
582,Solubility,ECFP4,random-forest,4,MAE,0.4448659664968506
583,Solubility,ECFP4,random-forest,4,RMSE,0.6076224843896229
584,Solubility,ECFP4,random-forest,4,R2,0.21761033901946614
585,Solubility,MolFormer,linear,0,MAE,0.6057752728388934
586,Solubility,MolFormer,linear,0,RMSE,0.7625000960900746
587,Solubility,MolFormer,linear,0,R2,-0.2005687888412897
588,Solubility,MolFormer,linear,1,MAE,0.5530168293844967
589,Solubility,MolFormer,linear,1,RMSE,0.7021556547834571
590,Solubility,MolFormer,linear,1,R2,-0.21840000221108968
591,Solubility,MolFormer,linear,2,MAE,0.573581395598989
592,Solubility,MolFormer,linear,2,RMSE,0.727659105267336
593,Solubility,MolFormer,linear,2,R2,-0.16818602190549736
594,Solubility,MolFormer,linear,3,MAE,0.5824684322748506
595,Solubility,MolFormer,linear,3,RMSE,0.7495132294920677
596,Solubility,MolFormer,linear,3,R2,-0.09198743304620627
597,Solubility,MolFormer,linear,4,MAE,0.5619314942607501
598,Solubility,MolFormer,linear,4,RMSE,0.7206426219447962
599,Solubility,MolFormer,linear,4,R2,-0.10051336173762193
600,Solubility,MolFormer,svm,0,MAE,0.4165456608505301
601,Solubility,MolFormer,svm,0,RMSE,0.57305740370184
602,Solubility,MolFormer,svm,0,R2,0.3218847691322818
603,Solubility,MolFormer,svm,1,MAE,0.3886880359764535
604,Solubility,MolFormer,svm,1,RMSE,0.5226220611284862
605,Solubility,MolFormer,svm,1,R2,0.3250080827724494
606,Solubility,MolFormer,svm,2,MAE,0.41953291706073736
607,Solubility,MolFormer,svm,2,RMSE,0.5827382993771594
608,Solubility,MolFormer,svm,2,R2,0.25079064149481023
609,Solubility,MolFormer,svm,3,MAE,0.4278266268597622
610,Solubility,MolFormer,svm,3,RMSE,0.5916315748155503
611,Solubility,MolFormer,svm,3,R2,0.31960404619980176
612,Solubility,MolFormer,svm,4,MAE,0.40428156732200315
613,Solubility,MolFormer,svm,4,RMSE,0.5548017184510748
614,Solubility,MolFormer,svm,4,R2,0.3477245609249616
615,Solubility,MolFormer,random-forest,0,MAE,0.4524092390242759
616,Solubility,MolFormer,random-forest,0,RMSE,0.6048485276814491
617,Solubility,MolFormer,random-forest,0,R2,0.24455909146834587
618,Solubility,MolFormer,random-forest,1,MAE,0.4173022029096552
619,Solubility,MolFormer,random-forest,1,RMSE,0.5575543427825366
620,Solubility,MolFormer,random-forest,1,R2,0.2317589643320257
621,Solubility,MolFormer,random-forest,2,MAE,0.4306600593734101
622,Solubility,MolFormer,random-forest,2,RMSE,0.5960191620870514
623,Solubility,MolFormer,random-forest,2,R2,0.2162518759601897
624,Solubility,MolFormer,random-forest,3,MAE,0.46200980008373277
625,Solubility,MolFormer,random-forest,3,RMSE,0.6296556588223472
626,Solubility,MolFormer,random-forest,3,R2,0.2293356736246973
627,Solubility,MolFormer,random-forest,4,MAE,0.45292553959928733
628,Solubility,MolFormer,random-forest,4,RMSE,0.6065663540655516
629,Solubility,MolFormer,random-forest,4,R2,0.22032777411089055
630,Solubility,PhysChem,linear,0,MAE,0.4464410594404884
631,Solubility,PhysChem,linear,0,RMSE,0.5936383505016244
632,Solubility,PhysChem,linear,0,R2,0.2723020647466581
633,Solubility,PhysChem,linear,1,MAE,0.40786403989491526
634,Solubility,PhysChem,linear,1,RMSE,0.543374019977299
635,Solubility,PhysChem,linear,1,R2,0.2703395017847181
636,Solubility,PhysChem,linear,2,MAE,0.4433723875815102
637,Solubility,PhysChem,linear,2,RMSE,0.6588504101402811
638,Solubility,PhysChem,linear,2,R2,0.042299508273283215
639,Solubility,PhysChem,linear,3,MAE,0.5059173256404011
640,Solubility,PhysChem,linear,3,RMSE,1.4415831470351321
641,Solubility,PhysChem,linear,3,R2,-3.0396005961939503
642,Solubility,PhysChem,linear,4,MAE,0.4048144795075085
643,Solubility,PhysChem,linear,4,RMSE,0.5568416966222901
644,Solubility,PhysChem,linear,4,R2,0.34291897385241954
645,Solubility,PhysChem,svm,0,MAE,0.39108993533278275
646,Solubility,PhysChem,svm,0,RMSE,0.5374511807995555
647,Solubility,PhysChem,svm,0,R2,0.4035345586858471
648,Solubility,PhysChem,svm,1,MAE,0.38443034192770953
649,Solubility,PhysChem,svm,1,RMSE,0.5319319738411006
650,Solubility,PhysChem,svm,1,R2,0.30074547136989094
651,Solubility,PhysChem,svm,2,MAE,0.4031692930301363
652,Solubility,PhysChem,svm,2,RMSE,0.5706779735270391
653,Solubility,PhysChem,svm,2,R2,0.2814809451455208
654,Solubility,PhysChem,svm,3,MAE,0.40363342088943915
655,Solubility,PhysChem,svm,3,RMSE,0.582359719387411
656,Solubility,PhysChem,svm,3,R2,0.3407628232414299
657,Solubility,PhysChem,svm,4,MAE,0.3883764310751205
658,Solubility,PhysChem,svm,4,RMSE,0.5248842997348722
659,Solubility,PhysChem,svm,4,R2,0.41617512442897153
660,Solubility,PhysChem,random-forest,0,MAE,0.3965924150669656
661,Solubility,PhysChem,random-forest,0,RMSE,0.550796367316101
662,Solubility,PhysChem,random-forest,0,R2,0.3735457241026978
663,Solubility,PhysChem,random-forest,1,MAE,0.37990384097209196
664,Solubility,PhysChem,random-forest,1,RMSE,0.5263273990335919
665,Solubility,PhysChem,random-forest,1,R2,0.31540290342066246
666,Solubility,PhysChem,random-forest,2,MAE,0.40583290935483873
667,Solubility,PhysChem,random-forest,2,RMSE,0.5710071753070439
668,Solubility,PhysChem,random-forest,2,R2,0.28065173502182417
669,Solubility,PhysChem,random-forest,3,MAE,0.41726243170122124
670,Solubility,PhysChem,random-forest,3,RMSE,0.6142710975097269
671,Solubility,PhysChem,random-forest,3,R2,0.2665353328082617
672,Solubility,PhysChem,random-forest,4,MAE,0.40184854390510355
673,Solubility,PhysChem,random-forest,4,RMSE,0.5650301158915868
674,Solubility,PhysChem,random-forest,4,R2,0.3234519868652457
675,Solubility,MolBERT,linear,0,MAE,0.5775147836777176
676,Solubility,MolBERT,linear,0,RMSE,0.7619946742386261
677,Solubility,MolBERT,linear,0,R2,-0.1989777265002146
678,Solubility,MolBERT,linear,1,MAE,0.5132610171396924
679,Solubility,MolBERT,linear,1,RMSE,0.6678220559522918
680,Solubility,MolBERT,linear,1,R2,-0.10215991550186287
681,Solubility,MolBERT,linear,2,MAE,0.5296440302178486
682,Solubility,MolBERT,linear,2,RMSE,0.6956681466830121
683,Solubility,MolBERT,linear,2,R2,-0.0677271984662462
684,Solubility,MolBERT,linear,3,MAE,0.5342703561070387
685,Solubility,MolBERT,linear,3,RMSE,0.7024033897492244
686,Solubility,MolBERT,linear,3,R2,0.040969913084044074
687,Solubility,MolBERT,linear,4,MAE,0.5557459332076398
688,Solubility,MolBERT,linear,4,RMSE,0.6864904585870122
689,Solubility,MolBERT,linear,4,R2,0.0013243946765526537
690,Solubility,MolBERT,svm,0,MAE,0.3985395355494788
691,Solubility,MolBERT,svm,0,RMSE,0.5439123190828383
692,Solubility,MolBERT,svm,0,R2,0.38910716157642655
693,Solubility,MolBERT,svm,1,MAE,0.3632229539593729
694,Solubility,MolBERT,svm,1,RMSE,0.4954398916336421
695,Solubility,MolBERT,svm,1,R2,0.39339632148774617
696,Solubility,MolBERT,svm,2,MAE,0.3961750890395371
697,Solubility,MolBERT,svm,2,RMSE,0.5473881593256466
698,Solubility,MolBERT,svm,2,R2,0.3389308859556337
699,Solubility,MolBERT,svm,3,MAE,0.3973284158353348
700,Solubility,MolBERT,svm,3,RMSE,0.5563372556736456
701,Solubility,MolBERT,svm,3,R2,0.3983619120569918
702,Solubility,MolBERT,svm,4,MAE,0.38394462031337495
703,Solubility,MolBERT,svm,4,RMSE,0.5162034329946175
704,Solubility,MolBERT,svm,4,R2,0.43532675912200447
705,Solubility,MolBERT,random-forest,0,MAE,0.4083669217627816
706,Solubility,MolBERT,random-forest,0,RMSE,0.570660481185639
707,Solubility,MolBERT,random-forest,0,R2,0.32754559962827434
708,Solubility,MolBERT,random-forest,1,MAE,0.3749870487672414
709,Solubility,MolBERT,random-forest,1,RMSE,0.5190618329754384
710,Solubility,MolBERT,random-forest,1,R2,0.33417317574945016
711,Solubility,MolBERT,random-forest,2,MAE,0.3972576018800001
712,Solubility,MolBERT,random-forest,2,RMSE,0.5571815745334294
713,Solubility,MolBERT,random-forest,2,R2,0.31506468046155567
714,Solubility,MolBERT,random-forest,3,MAE,0.4280230825635023
715,Solubility,MolBERT,random-forest,3,RMSE,0.606443289670862
716,Solubility,MolBERT,random-forest,3,R2,0.28510966693257145
717,Solubility,MolBERT,random-forest,4,MAE,0.4020633901595172
718,Solubility,MolBERT,random-forest,4,RMSE,0.554770582701552
719,Solubility,MolBERT,random-forest,4,R2,0.34779777091742403
720,rPPB,ECFP4,linear,0,MAE,0.6109479580092152
721,rPPB,ECFP4,linear,0,RMSE,0.7213271466368599
722,rPPB,ECFP4,linear,0,R2,0.09936282988355194
723,rPPB,ECFP4,linear,1,MAE,0.5862834289960437
724,rPPB,ECFP4,linear,1,RMSE,0.7373558299013752
725,rPPB,ECFP4,linear,1,R2,0.17897908045576127
726,rPPB,ECFP4,linear,2,MAE,0.468404217631445
727,rPPB,ECFP4,linear,2,RMSE,0.5655010455991342
728,rPPB,ECFP4,linear,2,R2,0.2544672160992417
729,rPPB,ECFP4,linear,3,MAE,0.612424862095016
730,rPPB,ECFP4,linear,3,RMSE,0.7240428511684319
731,rPPB,ECFP4,linear,3,R2,-0.0008594662875476278
732,rPPB,ECFP4,linear,4,MAE,0.7567891523170103
733,rPPB,ECFP4,linear,4,RMSE,0.9352257105378842
734,rPPB,ECFP4,linear,4,R2,0.019376931947577503
735,rPPB,ECFP4,svm,0,MAE,0.5298763663019196
736,rPPB,ECFP4,svm,0,RMSE,0.6182628090324591
737,rPPB,ECFP4,svm,0,R2,0.33834506130601605
738,rPPB,ECFP4,svm,1,MAE,0.5547004314605086
739,rPPB,ECFP4,svm,1,RMSE,0.6841632217938457
740,rPPB,ECFP4,svm,1,R2,0.29316273947922944
741,rPPB,ECFP4,svm,2,MAE,0.4105353928827924
742,rPPB,ECFP4,svm,2,RMSE,0.49611702578604483
743,rPPB,ECFP4,svm,2,R2,0.4261899054487458
744,rPPB,ECFP4,svm,3,MAE,0.49652511257523263
745,rPPB,ECFP4,svm,3,RMSE,0.6279146846142122
746,rPPB,ECFP4,svm,3,R2,0.2472585334683176
747,rPPB,ECFP4,svm,4,MAE,0.7327121667579679
748,rPPB,ECFP4,svm,4,RMSE,0.8781109996732578
749,rPPB,ECFP4,svm,4,R2,0.13549389438957538
750,rPPB,ECFP4,random-forest,0,MAE,0.5936042057076469
751,rPPB,ECFP4,random-forest,0,RMSE,0.687846518520523
752,rPPB,ECFP4,random-forest,0,R2,0.18102923306262653
753,rPPB,ECFP4,random-forest,1,MAE,0.5844450974755881
754,rPPB,ECFP4,random-forest,1,RMSE,0.718353341090443
755,rPPB,ECFP4,random-forest,1,R2,0.22075106319851268
756,rPPB,ECFP4,random-forest,2,MAE,0.4276384830930303
757,rPPB,ECFP4,random-forest,2,RMSE,0.5368686177988926
758,rPPB,ECFP4,random-forest,2,R2,0.3280515475935133
759,rPPB,ECFP4,random-forest,3,MAE,0.5259991177806059
760,rPPB,ECFP4,random-forest,3,RMSE,0.653337842796465
761,rPPB,ECFP4,random-forest,3,R2,0.1850702175531065
762,rPPB,ECFP4,random-forest,4,MAE,0.7530947853882354
763,rPPB,ECFP4,random-forest,4,RMSE,0.9233158052126298
764,rPPB,ECFP4,random-forest,4,R2,0.04419396196408398
765,rPPB,MolFormer,linear,0,MAE,0.5183616179484516
766,rPPB,MolFormer,linear,0,RMSE,0.6541753227211241
767,rPPB,MolFormer,linear,0,R2,0.25924664415206344
768,rPPB,MolFormer,linear,1,MAE,0.5127266661591647
769,rPPB,MolFormer,linear,1,RMSE,0.6882606962901682
770,rPPB,MolFormer,linear,1,R2,0.2846708462775852
771,rPPB,MolFormer,linear,2,MAE,0.48131798888213756
772,rPPB,MolFormer,linear,2,RMSE,0.6121298703068478
773,rPPB,MolFormer,linear,2,R2,0.1264514118879151
774,rPPB,MolFormer,linear,3,MAE,0.6187863888807593
775,rPPB,MolFormer,linear,3,RMSE,0.7173621604881922
776,rPPB,MolFormer,linear,3,R2,0.017525039228695527
777,rPPB,MolFormer,linear,4,MAE,0.6712957354031894
778,rPPB,MolFormer,linear,4,RMSE,0.9053082292079896
779,rPPB,MolFormer,linear,4,R2,0.08111287534645173
780,rPPB,MolFormer,svm,0,MAE,0.4767211764133813
781,rPPB,MolFormer,svm,0,RMSE,0.595658344066164
782,rPPB,MolFormer,svm,0,R2,0.38584248177930913
783,rPPB,MolFormer,svm,1,MAE,0.4787600714705806
784,rPPB,MolFormer,svm,1,RMSE,0.6186327496882172
785,rPPB,MolFormer,svm,1,R2,0.4220825593702615
786,rPPB,MolFormer,svm,2,MAE,0.31966653337828776
787,rPPB,MolFormer,svm,2,RMSE,0.4326207672263781
788,rPPB,MolFormer,svm,2,R2,0.5636704284559851
789,rPPB,MolFormer,svm,3,MAE,0.41465602472744545
790,rPPB,MolFormer,svm,3,RMSE,0.5091243435009758
791,rPPB,MolFormer,svm,3,R2,0.5051286773744315
792,rPPB,MolFormer,svm,4,MAE,0.6656112530252415
793,rPPB,MolFormer,svm,4,RMSE,0.8383551596727873
794,rPPB,MolFormer,svm,4,R2,0.212001640810628
795,rPPB,MolFormer,random-forest,0,MAE,0.5743817065699999
796,rPPB,MolFormer,random-forest,0,RMSE,0.6828022224012268
797,rPPB,MolFormer,random-forest,0,R2,0.1929969706461876
798,rPPB,MolFormer,random-forest,1,MAE,0.5491513534479411
799,rPPB,MolFormer,random-forest,1,RMSE,0.6819451298882174
800,rPPB,MolFormer,random-forest,1,R2,0.29773851456929545
801,rPPB,MolFormer,random-forest,2,MAE,0.44987654910696967
802,rPPB,MolFormer,random-forest,2,RMSE,0.5703971335785066
803,rPPB,MolFormer,random-forest,2,R2,0.24150173794320806
804,rPPB,MolFormer,random-forest,3,MAE,0.45245460226303036
805,rPPB,MolFormer,random-forest,3,RMSE,0.5723826902930989
806,rPPB,MolFormer,random-forest,3,R2,0.3745140705486918
807,rPPB,MolFormer,random-forest,4,MAE,0.7128291994452941
808,rPPB,MolFormer,random-forest,4,RMSE,0.8888249791082187
809,rPPB,MolFormer,random-forest,4,R2,0.11426922898540048
810,rPPB,PhysChem,linear,0,MAE,2.208058788598753
811,rPPB,PhysChem,linear,0,RMSE,3.3255823909152826
812,rPPB,PhysChem,linear,0,R2,-18.143473295507754
813,rPPB,PhysChem,linear,1,MAE,1.1998541188859968
814,rPPB,PhysChem,linear,1,RMSE,1.651153034271999
815,rPPB,PhysChem,linear,1,R2,-3.1169409727553505
816,rPPB,PhysChem,linear,2,MAE,2.009775316165479
817,rPPB,PhysChem,linear,2,RMSE,2.5190420762350065
818,rPPB,PhysChem,linear,2,R2,-13.793494161254273
819,rPPB,PhysChem,linear,3,MAE,2.75234050652842
820,rPPB,PhysChem,linear,3,RMSE,4.1262485456400055
821,rPPB,PhysChem,linear,3,R2,-31.50538616961036
822,rPPB,PhysChem,linear,4,MAE,1.6932205068735517
823,rPPB,PhysChem,linear,4,RMSE,2.286232475987708
824,rPPB,PhysChem,linear,4,R2,-4.860167227024221
825,rPPB,PhysChem,svm,0,MAE,0.533018985913907
826,rPPB,PhysChem,svm,0,RMSE,0.6273990338415744
827,rPPB,PhysChem,svm,0,R2,0.3186456951870562
828,rPPB,PhysChem,svm,1,MAE,0.46168840407335937
829,rPPB,PhysChem,svm,1,RMSE,0.6316930112771751
830,rPPB,PhysChem,svm,1,R2,0.3974235831815668
831,rPPB,PhysChem,svm,2,MAE,0.4006198470365308
832,rPPB,PhysChem,svm,2,RMSE,0.5341102091316596
833,rPPB,PhysChem,svm,2,R2,0.3349386955811947
834,rPPB,PhysChem,svm,3,MAE,0.47592327916423144
835,rPPB,PhysChem,svm,3,RMSE,0.5598791040733391
836,rPPB,PhysChem,svm,3,R2,0.4015428234420404
837,rPPB,PhysChem,svm,4,MAE,0.6835830752509628
838,rPPB,PhysChem,svm,4,RMSE,0.8829801156684626
839,rPPB,PhysChem,svm,4,R2,0.1258799594928699
840,rPPB,PhysChem,random-forest,0,MAE,0.4378386327373529
841,rPPB,PhysChem,random-forest,0,RMSE,0.5458468223017438
842,rPPB,PhysChem,random-forest,0,R2,0.48426466722752626
843,rPPB,PhysChem,random-forest,1,MAE,0.442494283422353
844,rPPB,PhysChem,random-forest,1,RMSE,0.5675096525379069
845,rPPB,PhysChem,random-forest,1,R2,0.5136527196106672
846,rPPB,PhysChem,random-forest,2,MAE,0.33872445978181814
847,rPPB,PhysChem,random-forest,2,RMSE,0.477161865572118
848,rPPB,PhysChem,random-forest,2,R2,0.46919943431328826
849,rPPB,PhysChem,random-forest,3,MAE,0.47440499040878775
850,rPPB,PhysChem,random-forest,3,RMSE,0.5370438909848873
851,rPPB,PhysChem,random-forest,3,R2,0.44936460714105464
852,rPPB,PhysChem,random-forest,4,MAE,0.6076668348017646
853,rPPB,PhysChem,random-forest,4,RMSE,0.8147655833799701
854,rPPB,PhysChem,random-forest,4,R2,0.25572302930828705
855,rPPB,MolBERT,linear,0,MAE,0.4832667522831772
856,rPPB,MolBERT,linear,0,RMSE,0.6092340239693369
857,rPPB,MolBERT,linear,0,R2,0.35752887763587415
858,rPPB,MolBERT,linear,1,MAE,0.4786633526005554
859,rPPB,MolBERT,linear,1,RMSE,0.6522143570314825
860,rPPB,MolBERT,linear,1,R2,0.3576367369667114
861,rPPB,MolBERT,linear,2,MAE,0.4133457893529861
862,rPPB,MolBERT,linear,2,RMSE,0.5693762141454846
863,rPPB,MolBERT,linear,2,R2,0.2442144886740324
864,rPPB,MolBERT,linear,3,MAE,0.47942529392699196
865,rPPB,MolBERT,linear,3,RMSE,0.5583293277228356
866,rPPB,MolBERT,linear,3,R2,0.40485136316612436
867,rPPB,MolBERT,linear,4,MAE,0.653723920250762
868,rPPB,MolBERT,linear,4,RMSE,0.8737558328724233
869,rPPB,MolBERT,linear,4,R2,0.14404800995757583
870,rPPB,MolBERT,svm,0,MAE,0.46143377448505724
871,rPPB,MolBERT,svm,0,RMSE,0.5566282061399642
872,rPPB,MolBERT,svm,0,R2,0.46369020074464506
873,rPPB,MolBERT,svm,1,MAE,0.4716157037111363
874,rPPB,MolBERT,svm,1,RMSE,0.59771059656668
875,rPPB,MolBERT,svm,1,R2,0.46051186579324344
876,rPPB,MolBERT,svm,2,MAE,0.3301869249343768
877,rPPB,MolBERT,svm,2,RMSE,0.42496744853223295
878,rPPB,MolBERT,svm,2,R2,0.5789717352963262
879,rPPB,MolBERT,svm,3,MAE,0.4360134517852206
880,rPPB,MolBERT,svm,3,RMSE,0.5241020535002869
881,rPPB,MolBERT,svm,3,R2,0.4755835768556512
882,rPPB,MolBERT,svm,4,MAE,0.6587956823499234
883,rPPB,MolBERT,svm,4,RMSE,0.8266603743955028
884,rPPB,MolBERT,svm,4,R2,0.23383294958013523
885,rPPB,MolBERT,random-forest,0,MAE,0.4841037597358824
