,dataset,model,algorithm,fold,metric,value
445,hPPB,MolBERT,linear,1,RMSE,0.8120033398861622
446,hPPB,MolBERT,linear,1,R2,-0.020878260854477526
447,hPPB,MolBERT,linear,2,MAE,0.6204394470929022
448,hPPB,MolBERT,linear,2,RMSE,0.8465696414588673
449,hPPB,MolBERT,linear,2,R2,-0.21495818882442896
450,hPPB,MolBERT,svm,0,MAE,0.5219928627089092
451,hPPB,MolBERT,svm,0,RMSE,0.6660301309256468
452,hPPB,MolBERT,svm,0,R2,0.47029779470122335
453,hPPB,MolBERT,svm,1,MAE,0.5112935838312976
454,hPPB,MolBERT,svm,1,RMSE,0.6517909717826067
455,hPPB,MolBERT,svm,1,R2,0.34222857048416366
456,hPPB,MolBERT,svm,2,MAE,0.48056258197772567
457,hPPB,MolBERT,svm,2,RMSE,0.6485763645843422
458,hPPB,MolBERT,svm,2,R2,0.28688727205386355
459,hPPB,MolBERT,random-forest,0,MAE,0.6067233385764615
460,hPPB,MolBERT,random-forest,0,RMSE,0.7312800609134679
461,hPPB,MolBERT,random-forest,0,R2,0.36142561848982546
462,hPPB,MolBERT,random-forest,1,MAE,0.5542958037041792
463,hPPB,MolBERT,random-forest,1,RMSE,0.6689003676151147
464,hPPB,MolBERT,random-forest,1,R2,0.3072425675210003
465,hPPB,MolBERT,random-forest,2,MAE,0.5469662422332258
466,hPPB,MolBERT,random-forest,2,RMSE,0.7084816164543642
467,hPPB,MolBERT,random-forest,2,R2,0.14907139481187448
468,Solubility,ECFP4,linear,0,MAE,1.1617991765091014
469,Solubility,ECFP4,linear,0,RMSE,1.5033410136888328
470,Solubility,ECFP4,linear,0,R2,-3.830178329698464
471,Solubility,ECFP4,linear,1,MAE,1.0144774924229842
472,Solubility,ECFP4,linear,1,RMSE,1.2787076988759498
473,Solubility,ECFP4,linear,1,R2,-2.9609743374925084
474,Solubility,ECFP4,linear,2,MAE,1.061236908220511
475,Solubility,ECFP4,linear,2,RMSE,1.3536107385419243
476,Solubility,ECFP4,linear,2,R2,-2.7390510250949105
477,Solubility,ECFP4,linear,3,MAE,1.1097338774434478
478,Solubility,ECFP4,linear,3,RMSE,1.4267632077585846
479,Solubility,ECFP4,linear,3,R2,-2.8769096501104934
480,Solubility,ECFP4,linear,4,MAE,1.0717897762990756
481,Solubility,ECFP4,linear,4,RMSE,1.3727330350599185
482,Solubility,ECFP4,linear,4,R2,-3.2484318113554203
483,Solubility,ECFP4,svm,0,MAE,0.4565649248344459
484,Solubility,ECFP4,svm,0,RMSE,0.5944356133762156
485,Solubility,ECFP4,svm,0,R2,0.24480728018420772
486,Solubility,ECFP4,svm,1,MAE,0.4158013414471296
487,Solubility,ECFP4,svm,1,RMSE,0.5515715869915083
488,Solubility,ECFP4,svm,1,R2,0.26300720624429275
489,Solubility,ECFP4,svm,2,MAE,0.41663097985288394
490,Solubility,ECFP4,svm,2,RMSE,0.5668207496688088
491,Solubility,ECFP4,svm,2,R2,0.3443602290183768
492,Solubility,ECFP4,svm,3,MAE,0.45516354267273174
493,Solubility,ECFP4,svm,3,RMSE,0.6023452678422917
494,Solubility,ECFP4,svm,3,R2,0.30900821774596143
495,Solubility,ECFP4,svm,4,MAE,0.4455191843175505
496,Solubility,ECFP4,svm,4,RMSE,0.5858968885276568
497,Solubility,ECFP4,svm,4,R2,0.22607501930843943
498,Solubility,ECFP4,random-forest,0,MAE,0.4841341775785336
499,Solubility,ECFP4,random-forest,0,RMSE,0.6415104707648182
500,Solubility,ECFP4,random-forest,0,R2,0.12045988498002236
501,Solubility,ECFP4,random-forest,1,MAE,0.4493136217338854
502,Solubility,ECFP4,random-forest,1,RMSE,0.5990363857260417
503,Solubility,ECFP4,random-forest,1,R2,0.13070761836029288
504,Solubility,ECFP4,random-forest,2,MAE,0.44586570757636573
505,Solubility,ECFP4,random-forest,2,RMSE,0.6215888663319101
506,Solubility,ECFP4,random-forest,2,R2,0.211538914593411
507,Solubility,ECFP4,random-forest,3,MAE,0.48900806853202333
508,Solubility,ECFP4,random-forest,3,RMSE,0.6634206398658568
509,Solubility,ECFP4,random-forest,3,R2,0.1617764955571841
510,Solubility,ECFP4,random-forest,4,MAE,0.452659917846115
511,Solubility,ECFP4,random-forest,4,RMSE,0.6155699668462681
512,Solubility,ECFP4,random-forest,4,R2,0.14569818835866755
513,Solubility,MolFormer,linear,0,MAE,0.6017188722420668
514,Solubility,MolFormer,linear,0,RMSE,0.7621889585701889
515,Solubility,MolFormer,linear,0,R2,-0.24157643036350862
516,Solubility,MolFormer,linear,1,MAE,0.6002373489257484
517,Solubility,MolFormer,linear,1,RMSE,0.765118969769307
518,Solubility,MolFormer,linear,1,R2,-0.41813445253960113
519,Solubility,MolFormer,linear,2,MAE,0.6314284144603746
520,Solubility,MolFormer,linear,2,RMSE,0.8067325670188359
521,Solubility,MolFormer,linear,2,R2,-0.32810676338467437
522,Solubility,MolFormer,linear,3,MAE,0.590407846052555
523,Solubility,MolFormer,linear,3,RMSE,0.7498258882597657
524,Solubility,MolFormer,linear,3,R2,-0.07078613285494129
525,Solubility,MolFormer,linear,4,MAE,0.6082839703829748
526,Solubility,MolFormer,linear,4,RMSE,0.7864200359379206
527,Solubility,MolFormer,linear,4,R2,-0.39433015866455046
528,Solubility,MolFormer,svm,0,MAE,0.44614405135444063
529,Solubility,MolFormer,svm,0,RMSE,0.6068437619592802
530,Solubility,MolFormer,svm,0,R2,0.21295069947436795
531,Solubility,MolFormer,svm,1,MAE,0.403648796452692
532,Solubility,MolFormer,svm,1,RMSE,0.552694340377735
533,Solubility,MolFormer,svm,1,R2,0.2600037762453308
534,Solubility,MolFormer,svm,2,MAE,0.4196486672048523
535,Solubility,MolFormer,svm,2,RMSE,0.5791762853926181
536,Solubility,MolFormer,svm,2,R2,0.3154654828016953
537,Solubility,MolFormer,svm,3,MAE,0.4499924891671419
538,Solubility,MolFormer,svm,3,RMSE,0.5982042960387675
539,Solubility,MolFormer,svm,3,R2,0.31847634845016026
540,Solubility,MolFormer,svm,4,MAE,0.44558123535943595
541,Solubility,MolFormer,svm,4,RMSE,0.5917742397799299
542,Solubility,MolFormer,svm,4,R2,0.21047007739882895
543,Solubility,MolFormer,random-forest,0,MAE,0.4734560265924038
544,Solubility,MolFormer,random-forest,0,RMSE,0.6252649896983095
545,Solubility,MolFormer,random-forest,0,R2,0.1644424315743237
546,Solubility,MolFormer,random-forest,1,MAE,0.43618118711774945
547,Solubility,MolFormer,random-forest,1,RMSE,0.5896083100014474
548,Solubility,MolFormer,random-forest,1,R2,0.15785541500807998
549,Solubility,MolFormer,random-forest,2,MAE,0.44315926738042755
550,Solubility,MolFormer,random-forest,2,RMSE,0.6017396995247082
551,Solubility,MolFormer,random-forest,2,R2,0.26109068869386676
552,Solubility,MolFormer,random-forest,3,MAE,0.49212439190730234
553,Solubility,MolFormer,random-forest,3,RMSE,0.6378298962878836
554,Solubility,MolFormer,random-forest,3,R2,0.22519641755533715
555,Solubility,MolFormer,random-forest,4,MAE,0.44152325934273556
556,Solubility,MolFormer,random-forest,4,RMSE,0.5987765736854286
557,Solubility,MolFormer,random-forest,4,R2,0.1916748651676261
558,Solubility,PhysChem,linear,0,MAE,0.4346715537039777
559,Solubility,PhysChem,linear,0,RMSE,0.5848744682702429
560,Solubility,PhysChem,linear,0,R2,0.26890556172462143
561,Solubility,PhysChem,linear,1,MAE,0.7019261094216694
562,Solubility,PhysChem,linear,1,RMSE,5.347821728881096
563,Solubility,PhysChem,linear,1,R2,-68.28086664617358
564,Solubility,PhysChem,linear,2,MAE,0.4092423647296385
565,Solubility,PhysChem,linear,2,RMSE,0.5783998938451516
566,Solubility,PhysChem,linear,2,R2,0.317299503317498
567,Solubility,PhysChem,linear,3,MAE,0.47465039973675766
568,Solubility,PhysChem,linear,3,RMSE,0.6359991096066485
569,Solubility,PhysChem,linear,3,R2,0.2296379286886442
570,Solubility,PhysChem,linear,4,MAE,0.4709251229837736
571,Solubility,PhysChem,linear,4,RMSE,0.6351181393223373
572,Solubility,PhysChem,linear,4,R2,0.09057787679411322
573,Solubility,PhysChem,svm,0,MAE,0.42187036609657663
574,Solubility,PhysChem,svm,0,RMSE,0.5826455681756127
575,Solubility,PhysChem,svm,0,R2,0.27446720459971496
576,Solubility,PhysChem,svm,1,MAE,0.40662126390630793
577,Solubility,PhysChem,svm,1,RMSE,0.5539202843048358
578,Solubility,PhysChem,svm,1,R2,0.25671733039648337
579,Solubility,PhysChem,svm,2,MAE,0.3760328791380551
580,Solubility,PhysChem,svm,2,RMSE,0.5454373614797627
581,Solubility,PhysChem,svm,2,R2,0.39289532706494523
582,Solubility,PhysChem,svm,3,MAE,0.42569866781528903
583,Solubility,PhysChem,svm,3,RMSE,0.5751153227064827
584,Solubility,PhysChem,svm,3,R2,0.3700707799521945
585,Solubility,PhysChem,svm,4,MAE,0.42984476890071177
586,Solubility,PhysChem,svm,4,RMSE,0.5881707982418294
587,Solubility,PhysChem,svm,4,R2,0.22005604022551406
588,Solubility,PhysChem,random-forest,0,MAE,0.44060621346754814
589,Solubility,PhysChem,random-forest,0,RMSE,0.5962415077809353
590,Solubility,PhysChem,random-forest,0,R2,0.2402117617295273
591,Solubility,PhysChem,random-forest,1,MAE,0.3810852217724417
592,Solubility,PhysChem,random-forest,1,RMSE,0.5476024533283665
593,Solubility,PhysChem,random-forest,1,R2,0.2735759083271466
594,Solubility,PhysChem,random-forest,2,MAE,0.3868523724717103
595,Solubility,PhysChem,random-forest,2,RMSE,0.5633301818033387
596,Solubility,PhysChem,random-forest,2,R2,0.3524104229573175
597,Solubility,PhysChem,random-forest,3,MAE,0.4432808087628838
598,Solubility,PhysChem,random-forest,3,RMSE,0.6064030764536854
599,Solubility,PhysChem,random-forest,3,R2,0.2996668745398393
600,Solubility,PhysChem,random-forest,4,MAE,0.4111176354377701
601,Solubility,PhysChem,random-forest,4,RMSE,0.5722410695032608
602,Solubility,PhysChem,random-forest,4,R2,0.2617311760489197
603,Solubility,MolBERT,linear,0,MAE,0.556593173762638
604,Solubility,MolBERT,linear,0,RMSE,0.7150982334882721
605,Solubility,MolBERT,linear,0,R2,-0.09289783021107101
606,Solubility,MolBERT,linear,1,MAE,0.5658839549093586
607,Solubility,MolBERT,linear,1,RMSE,0.7280080352778834
608,Solubility,MolBERT,linear,1,R2,-0.2839018194134262
609,Solubility,MolBERT,linear,2,MAE,0.5131472960691857
610,Solubility,MolBERT,linear,2,RMSE,0.683426987202027
611,Solubility,MolBERT,linear,2,R2,0.04685701001511955
612,Solubility,MolBERT,linear,3,MAE,0.6093043043365387
613,Solubility,MolBERT,linear,3,RMSE,0.7958240398652959
614,Solubility,MolBERT,linear,3,R2,-0.2061907255865587
615,Solubility,MolBERT,linear,4,MAE,0.5995768369425422
616,Solubility,MolBERT,linear,4,RMSE,0.7840942931860897
617,Solubility,MolBERT,linear,4,R2,-0.38609522583530076
618,Solubility,MolBERT,svm,0,MAE,0.4062081854095273
619,Solubility,MolBERT,svm,0,RMSE,0.541136668037413
620,Solubility,MolBERT,svm,0,R2,0.3741617832530496
621,Solubility,MolBERT,svm,1,MAE,0.4019928657098834
622,Solubility,MolBERT,svm,1,RMSE,0.5398164095869068
623,Solubility,MolBERT,svm,1,R2,0.29408626298711005
624,Solubility,MolBERT,svm,2,MAE,0.37611853854685723
625,Solubility,MolBERT,svm,2,RMSE,0.5351373570972805
626,Solubility,MolBERT,svm,2,R2,0.4156078836130377
627,Solubility,MolBERT,svm,3,MAE,0.40339267993633643
628,Solubility,MolBERT,svm,3,RMSE,0.5466006875206071
629,Solubility,MolBERT,svm,3,R2,0.4309869534787544
630,Solubility,MolBERT,svm,4,MAE,0.42875935381438723
631,Solubility,MolBERT,svm,4,RMSE,0.5739049708495729
632,Solubility,MolBERT,svm,4,R2,0.2574316160552609
633,Solubility,MolBERT,random-forest,0,MAE,0.43472248904805294
634,Solubility,MolBERT,random-forest,0,RMSE,0.5784338959209042
635,Solubility,MolBERT,random-forest,0,R2,0.2849183686510952
636,Solubility,MolBERT,random-forest,1,MAE,0.4135521352663482
637,Solubility,MolBERT,random-forest,1,RMSE,0.5805743082706286
638,Solubility,MolBERT,random-forest,1,R2,0.1834644539775645
639,Solubility,MolBERT,random-forest,2,MAE,0.3976245207783372
640,Solubility,MolBERT,random-forest,2,RMSE,0.5725208898768527
641,Solubility,MolBERT,random-forest,2,R2,0.3311072558786988
642,Solubility,MolBERT,random-forest,3,MAE,0.42932708883383724
643,Solubility,MolBERT,random-forest,3,RMSE,0.5946153676787497
644,Solubility,MolBERT,random-forest,3,R2,0.3266294238010836
645,Solubility,MolBERT,random-forest,4,MAE,0.4155255567807127
646,Solubility,MolBERT,random-forest,4,RMSE,0.5660909415120741
647,Solubility,MolBERT,random-forest,4,R2,0.27751490391910505
648,rPPB,ECFP4,linear,0,MAE,0.6434307534815125
649,rPPB,ECFP4,linear,0,RMSE,0.8102150142485081
650,rPPB,ECFP4,linear,0,R2,-0.14862033917478246
651,rPPB,ECFP4,linear,1,MAE,0.5378245167330709
652,rPPB,ECFP4,linear,1,RMSE,0.6430317461640218
653,rPPB,ECFP4,linear,1,R2,0.18534903633688993
654,rPPB,ECFP4,linear,2,MAE,0.5942703283667319
655,rPPB,ECFP4,linear,2,RMSE,0.729649417767535
656,rPPB,ECFP4,linear,2,R2,0.01211097824671059
657,rPPB,ECFP4,linear,3,MAE,0.878284892281249
658,rPPB,ECFP4,linear,3,RMSE,1.0359936561553997
659,rPPB,ECFP4,linear,3,R2,-0.009854218306387663
660,rPPB,ECFP4,linear,4,MAE,0.559925606463782
661,rPPB,ECFP4,linear,4,RMSE,0.6951250580469127
662,rPPB,ECFP4,linear,4,R2,-0.33788691130954973
663,rPPB,ECFP4,svm,0,MAE,0.5919800907082645
664,rPPB,ECFP4,svm,0,RMSE,0.7266244502100331
665,rPPB,ECFP4,svm,0,R2,0.07616174226224104
666,rPPB,ECFP4,svm,1,MAE,0.5095067013622108
667,rPPB,ECFP4,svm,1,RMSE,0.6195347878297705
668,rPPB,ECFP4,svm,1,R2,0.2437974417462344
669,rPPB,ECFP4,svm,2,MAE,0.5315770308012964
670,rPPB,ECFP4,svm,2,RMSE,0.6141509064124023
671,rPPB,ECFP4,svm,2,R2,0.3001098636150906
672,rPPB,ECFP4,svm,3,MAE,0.7869794635009352
673,rPPB,ECFP4,svm,3,RMSE,0.9519547069803774
674,rPPB,ECFP4,svm,3,R2,0.14733769662574248
675,rPPB,ECFP4,svm,4,MAE,0.49062206637531613
676,rPPB,ECFP4,svm,4,RMSE,0.5966066548417821
677,rPPB,ECFP4,svm,4,R2,0.014470331014032722
678,rPPB,ECFP4,random-forest,0,MAE,0.5527245290435896
679,rPPB,ECFP4,random-forest,0,RMSE,0.7594170944401258
680,rPPB,ECFP4,random-forest,0,R2,-0.009105715900197042
681,rPPB,ECFP4,random-forest,1,MAE,0.5309028882984846
682,rPPB,ECFP4,random-forest,1,RMSE,0.62240168509105
683,rPPB,ECFP4,random-forest,1,R2,0.23678259385729794
684,rPPB,ECFP4,random-forest,2,MAE,0.5277099251003123
685,rPPB,ECFP4,random-forest,2,RMSE,0.6354522709225342
686,rPPB,ECFP4,random-forest,2,R2,0.2507175666126943
687,rPPB,ECFP4,random-forest,3,MAE,0.8277672943725001
688,rPPB,ECFP4,random-forest,3,RMSE,0.9948960506498175
689,rPPB,ECFP4,random-forest,3,R2,0.0686779067251011
690,rPPB,ECFP4,random-forest,4,MAE,0.5853354048253125
691,rPPB,ECFP4,random-forest,4,RMSE,0.6863560506323539
692,rPPB,ECFP4,random-forest,4,R2,-0.30434491521403806
693,rPPB,MolFormer,linear,0,MAE,0.6142077699127907
694,rPPB,MolFormer,linear,0,RMSE,0.8076960664874517
695,rPPB,MolFormer,linear,0,R2,-0.14148935062876
696,rPPB,MolFormer,linear,1,MAE,0.7000426387538126
697,rPPB,MolFormer,linear,1,RMSE,0.8118882177112337
698,rPPB,MolFormer,linear,1,R2,-0.2986712452130911
699,rPPB,MolFormer,linear,2,MAE,0.655821620102892
700,rPPB,MolFormer,linear,2,RMSE,0.84346137927112
701,rPPB,MolFormer,linear,2,R2,-0.32010988230395476
702,rPPB,MolFormer,linear,3,MAE,0.5501371914790489
703,rPPB,MolFormer,linear,3,RMSE,0.7925329282652843
704,rPPB,MolFormer,linear,3,R2,0.4090113740381086
705,rPPB,MolFormer,linear,4,MAE,0.5281796785645068
706,rPPB,MolFormer,linear,4,RMSE,0.6476367019870123
707,rPPB,MolFormer,linear,4,R2,-0.16133207583077436
708,rPPB,MolFormer,svm,0,MAE,0.512567164885373
709,rPPB,MolFormer,svm,0,RMSE,0.694459076591116
710,rPPB,MolFormer,svm,0,R2,0.15614224578185687
711,rPPB,MolFormer,svm,1,MAE,0.5393613268076829
712,rPPB,MolFormer,svm,1,RMSE,0.6367736253830153
713,rPPB,MolFormer,svm,1,R2,0.2011285864223603
714,rPPB,MolFormer,svm,2,MAE,0.4253266236076373
715,rPPB,MolFormer,svm,2,RMSE,0.5434460978913122
716,rPPB,MolFormer,svm,2,R2,0.4519847700540358
717,rPPB,MolFormer,svm,3,MAE,0.5636585597558998
718,rPPB,MolFormer,svm,3,RMSE,0.7641770297708056
719,rPPB,MolFormer,svm,3,R2,0.45054459460181095
720,rPPB,MolFormer,svm,4,MAE,0.35076402613144975
721,rPPB,MolFormer,svm,4,RMSE,0.4704848273645897
722,rPPB,MolFormer,svm,4,R2,0.38710685885222706
723,rPPB,MolFormer,random-forest,0,MAE,0.5451980429123077
724,rPPB,MolFormer,random-forest,0,RMSE,0.7043616109634946
725,rPPB,MolFormer,random-forest,0,R2,0.13190494047097356
726,rPPB,MolFormer,random-forest,1,MAE,0.5540155192890908
727,rPPB,MolFormer,random-forest,1,RMSE,0.6615742497073354
728,rPPB,MolFormer,random-forest,1,R2,0.1376889869861856
729,rPPB,MolFormer,random-forest,2,MAE,0.5393094101090625
730,rPPB,MolFormer,random-forest,2,RMSE,0.6137601029208637
731,rPPB,MolFormer,random-forest,2,R2,0.30100030432474323
732,rPPB,MolFormer,random-forest,3,MAE,0.7430234658993751
733,rPPB,MolFormer,random-forest,3,RMSE,0.9171129932636456
734,rPPB,MolFormer,random-forest,3,R2,0.2086106807956467
735,rPPB,MolFormer,random-forest,4,MAE,0.45387710011406257
736,rPPB,MolFormer,random-forest,4,RMSE,0.5332373648958785
737,rPPB,MolFormer,random-forest,4,R2,0.21271012988784044
738,rPPB,PhysChem,linear,0,MAE,1.8045576387811952
739,rPPB,PhysChem,linear,0,RMSE,2.5014118336562867
740,rPPB,PhysChem,linear,0,R2,-9.94829090844902
741,rPPB,PhysChem,linear,1,MAE,2.1897426493635512
742,rPPB,PhysChem,linear,1,RMSE,2.6507816132182285
743,rPPB,PhysChem,linear,1,R2,-12.843778624069554
744,rPPB,PhysChem,linear,2,MAE,1.6685922129745592
745,rPPB,PhysChem,linear,2,RMSE,2.1940345511799335
746,rPPB,PhysChem,linear,2,R2,-7.932367930039122
747,rPPB,PhysChem,linear,3,MAE,2.251457388112556
748,rPPB,PhysChem,linear,3,RMSE,2.8106930641050867
749,rPPB,PhysChem,linear,3,R2,-6.433123280883781
750,rPPB,PhysChem,linear,4,MAE,2.45770370743352
751,rPPB,PhysChem,linear,4,RMSE,3.095158246106686
752,rPPB,PhysChem,linear,4,R2,-25.52523452796317
753,rPPB,PhysChem,svm,0,MAE,0.5803939607856663
754,rPPB,PhysChem,svm,0,RMSE,0.7439382997074044
755,rPPB,PhysChem,svm,0,R2,0.03161118637741378
756,rPPB,PhysChem,svm,1,MAE,0.4351070593892372
757,rPPB,PhysChem,svm,1,RMSE,0.560993341280822
758,rPPB,PhysChem,svm,1,R2,0.37995649912346563
759,rPPB,PhysChem,svm,2,MAE,0.40150717560678195
760,rPPB,PhysChem,svm,2,RMSE,0.48136853358676307
761,rPPB,PhysChem,svm,2,R2,0.5700330502718857
762,rPPB,PhysChem,svm,3,MAE,0.7085229058336122
763,rPPB,PhysChem,svm,3,RMSE,0.8719224727560372
764,rPPB,PhysChem,svm,3,R2,0.2846802200157251
765,rPPB,PhysChem,svm,4,MAE,0.41940132534040087
766,rPPB,PhysChem,svm,4,RMSE,0.5345681891981912
767,rPPB,PhysChem,svm,4,R2,0.20877547709518884
768,rPPB,PhysChem,random-forest,0,MAE,0.5318212117687179
769,rPPB,PhysChem,random-forest,0,RMSE,0.6933048008441393
770,rPPB,PhysChem,random-forest,0,R2,0.15894510366633896
771,rPPB,PhysChem,random-forest,1,MAE,0.4262355037512122
772,rPPB,PhysChem,random-forest,1,RMSE,0.5515686008306756
773,rPPB,PhysChem,random-forest,1,R2,0.4006150733793097
774,rPPB,PhysChem,random-forest,2,MAE,0.4156997960790624
775,rPPB,PhysChem,random-forest,2,RMSE,0.4924140873667669
776,rPPB,PhysChem,random-forest,2,R2,0.5500744907891584
777,rPPB,PhysChem,random-forest,3,MAE,0.6215276363025002
778,rPPB,PhysChem,random-forest,3,RMSE,0.7955461965620871
779,rPPB,PhysChem,random-forest,3,R2,0.40450886668052755
780,rPPB,PhysChem,random-forest,4,MAE,0.355145619506875
781,rPPB,PhysChem,random-forest,4,RMSE,0.5083596670301298
782,rPPB,PhysChem,random-forest,4,R2,0.2844570791246961
783,rPPB,MolBERT,linear,0,MAE,2.3871451568886686
784,rPPB,MolBERT,linear,0,RMSE,7.083980191208231
785,rPPB,MolBERT,linear,0,R2,-86.80729625828175
786,rPPB,MolBERT,linear,1,MAE,0.5035893670804915
787,rPPB,MolBERT,linear,1,RMSE,0.6346228162540173
788,rPPB,MolBERT,linear,1,R2,0.2065161152823617
789,rPPB,MolBERT,linear,2,MAE,0.46605848437243746
790,rPPB,MolBERT,linear,2,RMSE,0.5871194809419388
791,rPPB,MolBERT,linear,2,R2,0.36036435132455846
792,rPPB,MolBERT,linear,3,MAE,0.5361542887063595
793,rPPB,MolBERT,linear,3,RMSE,0.7813889989910359
794,rPPB,MolBERT,linear,3,R2,0.42551449279300324
795,rPPB,MolBERT,linear,4,MAE,0.4988294973988686
796,rPPB,MolBERT,linear,4,RMSE,0.6238203854735015
797,rPPB,MolBERT,linear,4,R2,-0.07748849527053814
798,rPPB,MolBERT,svm,0,MAE,0.524244130483848
799,rPPB,MolBERT,svm,0,RMSE,0.6731096222366395
800,rPPB,MolBERT,svm,0,R2,0.20722941754245772
801,rPPB,MolBERT,svm,1,MAE,0.5220757622365073
802,rPPB,MolBERT,svm,1,RMSE,0.6221684849207545
803,rPPB,MolBERT,svm,1,R2,0.23735440813834563
804,rPPB,MolBERT,svm,2,MAE,0.4049081513388545
805,rPPB,MolBERT,svm,2,RMSE,0.4926010243154361
806,rPPB,MolBERT,svm,2,R2,0.549732812234321
807,rPPB,MolBERT,svm,3,MAE,0.6458440730224286
808,rPPB,MolBERT,svm,3,RMSE,0.8348930967209285
809,rPPB,MolBERT,svm,3,R2,0.3441474188318756
810,rPPB,MolBERT,svm,4,MAE,0.41913976011543286
811,rPPB,MolBERT,svm,4,RMSE,0.5210372878174133
812,rPPB,MolBERT,svm,4,R2,0.24832323618419772
813,rPPB,MolBERT,random-forest,0,MAE,0.5976156070425642
814,rPPB,MolBERT,random-forest,0,RMSE,0.738592278222889
815,rPPB,MolBERT,random-forest,0,R2,0.0454790731744793
816,rPPB,MolBERT,random-forest,1,MAE,0.5776777711072727
817,rPPB,MolBERT,random-forest,1,RMSE,0.6658296205290393
818,rPPB,MolBERT,random-forest,1,R2,0.12656021516886018
819,rPPB,MolBERT,random-forest,2,MAE,0.46031468888656235
820,rPPB,MolBERT,random-forest,2,RMSE,0.5562589398527652
821,rPPB,MolBERT,random-forest,2,R2,0.42583900449438306
822,rPPB,MolBERT,random-forest,3,MAE,0.6922553324703125
823,rPPB,MolBERT,random-forest,3,RMSE,0.8550996042888983
824,rPPB,MolBERT,random-forest,3,R2,0.312016689873691
825,rPPB,MolBERT,random-forest,4,MAE,0.4359950144771876
826,rPPB,MolBERT,random-forest,4,RMSE,0.5645735504447965
827,rPPB,MolBERT,random-forest,4,R2,0.11745964592210201
828,RLM,ECFP4,linear,0,MAE,2.0110822772235255
829,RLM,ECFP4,linear,0,RMSE,2.501842086933549
830,RLM,ECFP4,linear,0,R2,-15.15996309224342
831,RLM,ECFP4,linear,1,MAE,2.050788053281311
832,RLM,ECFP4,linear,1,RMSE,2.6344857362696454
833,RLM,ECFP4,linear,1,R2,-15.615254596729269
834,RLM,ECFP4,linear,2,MAE,2.7914305582787815
835,RLM,ECFP4,linear,2,RMSE,3.516012100553138
836,RLM,ECFP4,linear,2,R2,-30.315263024570303
837,RLM,ECFP4,linear,3,MAE,1.9157805240387773
838,RLM,ECFP4,linear,3,RMSE,2.4273079247302456
839,RLM,ECFP4,linear,3,R2,-12.728504600068089
840,RLM,ECFP4,linear,4,MAE,1.769546545147193
841,RLM,ECFP4,linear,4,RMSE,2.2635358460657775
842,RLM,ECFP4,linear,4,R2,-11.62636231402328
843,RLM,ECFP4,svm,0,MAE,0.4531927140015832
844,RLM,ECFP4,svm,0,RMSE,0.5706023952927379
845,RLM,ECFP4,svm,0,R2,0.15940315203842415
846,RLM,ECFP4,svm,1,MAE,0.46179489706616345
847,RLM,ECFP4,svm,1,RMSE,0.5687820612283202
848,RLM,ECFP4,svm,1,R2,0.2255255786791941
849,RLM,ECFP4,svm,2,MAE,0.4431776899622508
850,RLM,ECFP4,svm,2,RMSE,0.5464321190227214
851,RLM,ECFP4,svm,2,R2,0.24364134691001849
852,RLM,ECFP4,svm,3,MAE,0.46648440839387795
853,RLM,ECFP4,svm,3,RMSE,0.5707920568300999
854,RLM,ECFP4,svm,3,R2,0.24084697371528574
855,RLM,ECFP4,svm,4,MAE,0.46656556142631994
856,RLM,ECFP4,svm,4,RMSE,0.5718132042689109
857,RLM,ECFP4,svm,4,R2,0.19422858995507786
858,RLM,ECFP4,random-forest,0,MAE,0.4979766268616541
859,RLM,ECFP4,random-forest,0,RMSE,0.6106853959600279
860,RLM,ECFP4,random-forest,0,R2,0.03715662840798051
861,RLM,ECFP4,random-forest,1,MAE,0.5068702621687039
862,RLM,ECFP4,random-forest,1,RMSE,0.6179760773299302
863,RLM,ECFP4,random-forest,1,R2,0.08576335721686468
864,RLM,ECFP4,random-forest,2,MAE,0.46433091169018337
865,RLM,ECFP4,random-forest,2,RMSE,0.5715542666846866
866,RLM,ECFP4,random-forest,2,R2,0.17249565282825585
867,RLM,ECFP4,random-forest,3,MAE,0.49939055305109253
868,RLM,ECFP4,random-forest,3,RMSE,0.6019275365775787
869,RLM,ECFP4,random-forest,3,R2,0.15576780671249002
870,RLM,ECFP4,random-forest,4,MAE,0.49134730332011434
871,RLM,ECFP4,random-forest,4,RMSE,0.5985498119995829
872,RLM,ECFP4,random-forest,4,R2,0.11711509476609472
873,RLM,MolFormer,linear,0,MAE,0.5304931407026864
874,RLM,MolFormer,linear,0,RMSE,0.6709966990721768
875,RLM,MolFormer,linear,0,R2,-0.16241536982888327
876,RLM,MolFormer,linear,1,MAE,0.48540807168135097
877,RLM,MolFormer,linear,1,RMSE,0.6094071919309643
878,RLM,MolFormer,linear,1,R2,0.11094127615110194
879,RLM,MolFormer,linear,2,MAE,0.49568165126241315
880,RLM,MolFormer,linear,2,RMSE,0.6210061561803796
881,RLM,MolFormer,linear,2,R2,0.023106651412730828
882,RLM,MolFormer,linear,3,MAE,0.5144040678300864
883,RLM,MolFormer,linear,3,RMSE,0.6446890734136126
884,RLM,MolFormer,linear,3,R2,0.03155690905854003
885,RLM,MolFormer,linear,4,MAE,0.4988737138130606
886,RLM,MolFormer,linear,4,RMSE,0.6316918353063893
887,RLM,MolFormer,linear,4,R2,0.01663664226932049
