,objective,dataset,algorithm,da,train_size,fold,metric,value
1207,mtr,Permeability,svm,No DA,100,3,RMSE,0.4889479116743666
1208,mtr,Permeability,svm,No DA,100,3,R2,0.4496527421375915
1209,mtr,Permeability,svm,MLM,0,3,MAE,0.4074106915913456
1210,mtr,Permeability,svm,MLM,0,3,RMSE,0.5308212242312487
1211,mtr,Permeability,svm,MLM,0,3,R2,0.3513533577049105
1212,mtr,Permeability,svm,CL,0,3,MAE,0.4740348382345838
1213,mtr,Permeability,svm,CL,0,3,RMSE,0.6040737284713577
1214,mtr,Permeability,svm,CL,0,3,R2,0.1599763514398917
1215,mtr,Permeability,svm,MTR,0,3,MAE,0.4107128605212191
1216,mtr,Permeability,svm,MTR,0,3,RMSE,0.5341955269037083
1217,mtr,Permeability,svm,MTR,0,3,R2,0.3430805659875288
1218,mtr,Permeability,svm,No DA,0,4,MAE,0.4692725582270524
1219,mtr,Permeability,svm,No DA,0,4,RMSE,0.6015397706736978
1220,mtr,Permeability,svm,No DA,0,4,R2,0.2162859936543677
1221,mtr,Permeability,svm,No DA,30,4,MAE,0.3960049048065899
1222,mtr,Permeability,svm,No DA,30,4,RMSE,0.5307101123047069
1223,mtr,Permeability,svm,No DA,30,4,R2,0.3899806061783427
1224,mtr,Permeability,svm,No DA,60,4,MAE,0.4003140033528515
1225,mtr,Permeability,svm,No DA,60,4,RMSE,0.5317810199937482
1226,mtr,Permeability,svm,No DA,60,4,R2,0.3875162341685596
1227,mtr,Permeability,svm,No DA,100,4,MAE,0.3955432555995666
1228,mtr,Permeability,svm,No DA,100,4,RMSE,0.516950639087465
1229,mtr,Permeability,svm,No DA,100,4,R2,0.4212019360608554
1230,mtr,Permeability,svm,MLM,0,4,MAE,0.4475196840442532
1231,mtr,Permeability,svm,MLM,0,4,RMSE,0.5895854979532965
1232,mtr,Permeability,svm,MLM,0,4,R2,0.2471256488648915
1233,mtr,Permeability,svm,CL,0,4,MAE,0.5210174779229947
1234,mtr,Permeability,svm,CL,0,4,RMSE,0.6644075257794755
1235,mtr,Permeability,svm,CL,0,4,R2,0.0439117018063983
1236,mtr,Permeability,svm,MTR,0,4,MAE,0.4489128477004769
1237,mtr,Permeability,svm,MTR,0,4,RMSE,0.5800583842992398
1238,mtr,Permeability,svm,MTR,0,4,R2,0.2712604606545775
1239,mtr,Permeability,linear,No DA,0,0,MAE,0.555573785819659
1240,mtr,Permeability,linear,No DA,0,0,RMSE,0.7013158057903007
1241,mtr,Permeability,linear,No DA,0,0,R2,-0.0500047456306258
1242,mtr,Permeability,linear,No DA,30,0,MAE,0.5267799137141549
1243,mtr,Permeability,linear,No DA,30,0,RMSE,0.6873742863229881
1244,mtr,Permeability,linear,No DA,30,0,R2,-0.0086734085856794
1245,mtr,Permeability,linear,No DA,60,0,MAE,0.4692768611711378
1246,mtr,Permeability,linear,No DA,60,0,RMSE,0.6308678491686954
1247,mtr,Permeability,linear,No DA,60,0,R2,0.1503485588488458
1248,mtr,Permeability,linear,No DA,100,0,MAE,0.4650194785156921
1249,mtr,Permeability,linear,No DA,100,0,RMSE,0.6372750855270641
1250,mtr,Permeability,linear,No DA,100,0,R2,0.1330024143551836
1251,mtr,Permeability,linear,MLM,0,0,MAE,0.5864240272745029
1252,mtr,Permeability,linear,MLM,0,0,RMSE,0.7167992135044047
1253,mtr,Permeability,linear,MLM,0,0,R2,-0.0968798248629432
1254,mtr,Permeability,linear,CL,0,0,MAE,0.5787063439913147
1255,mtr,Permeability,linear,CL,0,0,RMSE,0.7181213850614417
1256,mtr,Permeability,linear,CL,0,0,R2,-0.1009300548847591
1257,mtr,Permeability,linear,MTR,0,0,MAE,0.4997336195527226
1258,mtr,Permeability,linear,MTR,0,0,RMSE,0.63964467919622
1259,mtr,Permeability,linear,MTR,0,0,R2,0.1265428757471036
1260,mtr,Permeability,linear,No DA,0,1,MAE,0.580826424643772
1261,mtr,Permeability,linear,No DA,0,1,RMSE,0.7399106302175705
1262,mtr,Permeability,linear,No DA,0,1,R2,-0.1584299035643899
1263,mtr,Permeability,linear,No DA,30,1,MAE,0.4554874494459677
1264,mtr,Permeability,linear,No DA,30,1,RMSE,0.5986020089024681
1265,mtr,Permeability,linear,No DA,30,1,R2,0.2417933901893734
1266,mtr,Permeability,linear,No DA,60,1,MAE,0.4268210417208152
1267,mtr,Permeability,linear,No DA,60,1,RMSE,0.5701955271816888
1268,mtr,Permeability,linear,No DA,60,1,R2,0.3120468894895061
1269,mtr,Permeability,linear,No DA,100,1,MAE,0.427534545289762
1270,mtr,Permeability,linear,No DA,100,1,RMSE,0.5732636905046238
1271,mtr,Permeability,linear,No DA,100,1,R2,0.3046233609929415
1272,mtr,Permeability,linear,MLM,0,1,MAE,0.5841975785164282
1273,mtr,Permeability,linear,MLM,0,1,RMSE,0.7398553906819503
1274,mtr,Permeability,linear,MLM,0,1,R2,-0.1582569401317421
1275,mtr,Permeability,linear,CL,0,1,MAE,0.5627670712617113
1276,mtr,Permeability,linear,CL,0,1,RMSE,0.7093455516246435
1277,mtr,Permeability,linear,CL,0,1,R2,-0.0646991940448311
1278,mtr,Permeability,linear,MTR,0,1,MAE,0.5105325854600411
1279,mtr,Permeability,linear,MTR,0,1,RMSE,0.6463296005983489
1280,mtr,Permeability,linear,MTR,0,1,R2,0.116067059495253
1281,mtr,Permeability,linear,No DA,0,2,MAE,0.5707739053258288
1282,mtr,Permeability,linear,No DA,0,2,RMSE,0.7316450899130306
1283,mtr,Permeability,linear,No DA,0,2,R2,-0.0270569731242211
1284,mtr,Permeability,linear,No DA,30,2,MAE,0.4967432678132609
1285,mtr,Permeability,linear,No DA,30,2,RMSE,0.657445361223647
1286,mtr,Permeability,linear,No DA,30,2,R2,0.1706975628954942
1287,mtr,Permeability,linear,No DA,60,2,MAE,0.4741156707040995
1288,mtr,Permeability,linear,No DA,60,2,RMSE,0.6230303506040258
1289,mtr,Permeability,linear,No DA,60,2,R2,0.255247417251526
1290,mtr,Permeability,linear,No DA,100,2,MAE,0.478167185208527
1291,mtr,Permeability,linear,No DA,100,2,RMSE,0.6472934873573385
1292,mtr,Permeability,linear,No DA,100,2,R2,0.1961110006637817
1293,mtr,Permeability,linear,MLM,0,2,MAE,0.5389673727011498
1294,mtr,Permeability,linear,MLM,0,2,RMSE,0.6948025118535089
1295,mtr,Permeability,linear,MLM,0,2,R2,0.0737752740983114
1296,mtr,Permeability,linear,CL,0,2,MAE,0.5685927568581297
1297,mtr,Permeability,linear,CL,0,2,RMSE,0.7181616555071024
1298,mtr,Permeability,linear,CL,0,2,R2,0.0104493295076867
1299,mtr,Permeability,linear,MTR,0,2,MAE,0.5007139986819719
1300,mtr,Permeability,linear,MTR,0,2,RMSE,0.6350048524154208
1301,mtr,Permeability,linear,MTR,0,2,R2,0.2263443549689653
1302,mtr,Permeability,linear,No DA,0,3,MAE,0.5264149901918251
1303,mtr,Permeability,linear,No DA,0,3,RMSE,0.6741207846989279
1304,mtr,Permeability,linear,No DA,0,3,R2,-0.0461333590297516
1305,mtr,Permeability,linear,No DA,30,3,MAE,0.4798730208827636
1306,mtr,Permeability,linear,No DA,30,3,RMSE,0.6533191560304404
1307,mtr,Permeability,linear,No DA,30,3,R2,0.017432487650296
1308,mtr,Permeability,linear,No DA,60,3,MAE,0.4567146963521168
1309,mtr,Permeability,linear,No DA,60,3,RMSE,0.5970448007346852
1310,mtr,Permeability,linear,No DA,60,3,R2,0.1794114416555882
1311,mtr,Permeability,linear,No DA,100,3,MAE,0.4292625597839481
1312,mtr,Permeability,linear,No DA,100,3,RMSE,0.5814008203293288
1313,mtr,Permeability,linear,No DA,100,3,R2,0.221850762575679
1314,mtr,Permeability,linear,MLM,0,3,MAE,0.5225559763813873
1315,mtr,Permeability,linear,MLM,0,3,RMSE,0.6542168670054799
1316,mtr,Permeability,linear,MLM,0,3,R2,0.0147303851883904
1317,mtr,Permeability,linear,CL,0,3,MAE,0.5441049109708744
1318,mtr,Permeability,linear,CL,0,3,RMSE,0.6695707480618517
1319,mtr,Permeability,linear,CL,0,3,R2,-0.0320590821714112
1320,mtr,Permeability,linear,MTR,0,3,MAE,0.4782763734407229
1321,mtr,Permeability,linear,MTR,0,3,RMSE,0.6099308875906967
1322,mtr,Permeability,linear,MTR,0,3,R2,0.1436074710079214
1323,mtr,Permeability,linear,No DA,0,4,MAE,0.5584098018828887
1324,mtr,Permeability,linear,No DA,0,4,RMSE,0.7195487222941093
1325,mtr,Permeability,linear,No DA,0,4,R2,-0.1213710226551658
1326,mtr,Permeability,linear,No DA,30,4,MAE,0.5048407017112301
1327,mtr,Permeability,linear,No DA,30,4,RMSE,0.7181962613910056
1328,mtr,Permeability,linear,No DA,30,4,R2,-0.1171595353393437
1329,mtr,Permeability,linear,No DA,60,4,MAE,0.4794979341612012
1330,mtr,Permeability,linear,No DA,60,4,RMSE,0.6536970995315025
1331,mtr,Permeability,linear,No DA,60,4,R2,0.0744880457950741
1332,mtr,Permeability,linear,No DA,100,4,MAE,0.4621667712068375
1333,mtr,Permeability,linear,No DA,100,4,RMSE,0.6109206197000808
1334,mtr,Permeability,linear,No DA,100,4,R2,0.1916517845924149
1335,mtr,Permeability,linear,MLM,0,4,MAE,0.5465352660225642
1336,mtr,Permeability,linear,MLM,0,4,RMSE,0.7000616625331888
1337,mtr,Permeability,linear,MLM,0,4,R2,-0.0614548034075592
1338,mtr,Permeability,linear,CL,0,4,MAE,0.5469893485221266
1339,mtr,Permeability,linear,CL,0,4,RMSE,0.6846910448340519
1340,mtr,Permeability,linear,CL,0,4,R2,-0.0153557019520795
1341,mtr,Permeability,linear,MTR,0,4,MAE,0.5369259240137724
1342,mtr,Permeability,linear,MTR,0,4,RMSE,0.6992292686945306
1343,mtr,Permeability,linear,MTR,0,4,R2,-0.058932102328119
1344,mtr,Permeability,random-forest,No DA,0,0,MAE,0.498496659766923
1345,mtr,Permeability,random-forest,No DA,0,0,RMSE,0.6050704759072976
1346,mtr,Permeability,random-forest,No DA,0,0,R2,0.2184155095309411
1347,mtr,Permeability,random-forest,No DA,30,0,MAE,0.4387647314929643
1348,mtr,Permeability,random-forest,No DA,30,0,RMSE,0.5466518595428458
1349,mtr,Permeability,random-forest,No DA,30,0,R2,0.3620514307176707
1350,mtr,Permeability,random-forest,No DA,60,0,MAE,0.4463636487371857
1351,mtr,Permeability,random-forest,No DA,60,0,RMSE,0.5503509155600208
1352,mtr,Permeability,random-forest,No DA,60,0,R2,0.3533885438538703
1353,mtr,Permeability,random-forest,No DA,100,0,MAE,0.4414612409084053
1354,mtr,Permeability,random-forest,No DA,100,0,RMSE,0.5392774323690855
1355,mtr,Permeability,random-forest,No DA,100,0,R2,0.3791474046633581
1356,mtr,Permeability,random-forest,MLM,0,0,MAE,0.4920203715348591
1357,mtr,Permeability,random-forest,MLM,0,0,RMSE,0.6026042589776648
1358,mtr,Permeability,random-forest,MLM,0,0,R2,0.2247738717321361
1359,mtr,Permeability,random-forest,CL,0,0,MAE,0.4884719562615759
1360,mtr,Permeability,random-forest,CL,0,0,RMSE,0.5969040661852208
1361,mtr,Permeability,random-forest,CL,0,0,R2,0.239370643563279
1362,mtr,Permeability,random-forest,MTR,0,0,MAE,0.4429335864584052
1363,mtr,Permeability,random-forest,MTR,0,0,RMSE,0.549800724074583
1364,mtr,Permeability,random-forest,MTR,0,0,R2,0.3546807458979689
1365,mtr,Permeability,random-forest,No DA,0,1,MAE,0.4744340346641547
1366,mtr,Permeability,random-forest,No DA,0,1,RMSE,0.5894170116451023
1367,mtr,Permeability,random-forest,No DA,0,1,R2,0.2648828435410116
1368,mtr,Permeability,random-forest,No DA,30,1,MAE,0.4008390930853237
1369,mtr,Permeability,random-forest,No DA,30,1,RMSE,0.5109104419415214
1370,mtr,Permeability,random-forest,No DA,30,1,R2,0.4476672642168173
1371,mtr,Permeability,random-forest,No DA,60,1,MAE,0.4220343272891547
1372,mtr,Permeability,random-forest,No DA,60,1,RMSE,0.5370290284903042
1373,mtr,Permeability,random-forest,No DA,60,1,R2,0.38975145949501
1374,mtr,Permeability,random-forest,No DA,100,1,MAE,0.4076791794813129
1375,mtr,Permeability,random-forest,No DA,100,1,RMSE,0.5155853096450432
1376,mtr,Permeability,random-forest,No DA,100,1,R2,0.4375132513943519
1377,mtr,Permeability,random-forest,MLM,0,1,MAE,0.4860146229571582
1378,mtr,Permeability,random-forest,MLM,0,1,RMSE,0.6038282570336936
1379,mtr,Permeability,random-forest,MLM,0,1,R2,0.2284961611118134
1380,mtr,Permeability,random-forest,CL,0,1,MAE,0.4769295033262949
1381,mtr,Permeability,random-forest,CL,0,1,RMSE,0.5841247006876861
1382,mtr,Permeability,random-forest,CL,0,1,R2,0.2780246513253103
1383,mtr,Permeability,random-forest,MTR,0,1,MAE,0.4060067417833273
1384,mtr,Permeability,random-forest,MTR,0,1,RMSE,0.5332166444254246
1385,mtr,Permeability,random-forest,MTR,0,1,R2,0.398385048138445
1386,mtr,Permeability,random-forest,No DA,0,2,MAE,0.4990303294218411
1387,mtr,Permeability,random-forest,No DA,0,2,RMSE,0.6144989702729511
1388,mtr,Permeability,random-forest,No DA,0,2,R2,0.2755041039742711
1389,mtr,Permeability,random-forest,No DA,30,2,MAE,0.4502980627686628
1390,mtr,Permeability,random-forest,No DA,30,2,RMSE,0.5614404668388574
1391,mtr,Permeability,random-forest,No DA,30,2,R2,0.3952149671546414
1392,mtr,Permeability,random-forest,No DA,60,2,MAE,0.4615299518034108
1393,mtr,Permeability,random-forest,No DA,60,2,RMSE,0.5723155544131445
1394,mtr,Permeability,random-forest,No DA,60,2,R2,0.3715587128480234
1395,mtr,Permeability,random-forest,No DA,100,2,MAE,0.4592454851187403
1396,mtr,Permeability,random-forest,No DA,100,2,RMSE,0.5680550810572851
1397,mtr,Permeability,random-forest,No DA,100,2,R2,0.3808804636793685
1398,mtr,Permeability,random-forest,MLM,0,2,MAE,0.4966331117683915
1399,mtr,Permeability,random-forest,MLM,0,2,RMSE,0.6168511101940665
1400,mtr,Permeability,random-forest,MLM,0,2,R2,0.2699471307164056
1401,mtr,Permeability,random-forest,CL,0,2,MAE,0.4980414734014922
1402,mtr,Permeability,random-forest,CL,0,2,RMSE,0.626501064288001
1403,mtr,Permeability,random-forest,CL,0,2,R2,0.246926722726116
1404,mtr,Permeability,random-forest,MTR,0,2,MAE,0.4550637456972286
1405,mtr,Permeability,random-forest,MTR,0,2,RMSE,0.5678535408501759
1406,mtr,Permeability,random-forest,MTR,0,2,R2,0.3813197004676331
1407,mtr,Permeability,random-forest,No DA,0,3,MAE,0.4506444588491954
1408,mtr,Permeability,random-forest,No DA,0,3,RMSE,0.5508550227093368
1409,mtr,Permeability,random-forest,No DA,0,3,R2,0.3014681012119364
1410,mtr,Permeability,random-forest,No DA,30,3,MAE,0.4026829263068007
1411,mtr,Permeability,random-forest,No DA,30,3,RMSE,0.508127561103497
1412,mtr,Permeability,random-forest,No DA,30,3,R2,0.4056296733201657
1413,mtr,Permeability,random-forest,No DA,60,3,MAE,0.4119400054988889
1414,mtr,Permeability,random-forest,No DA,60,3,RMSE,0.5173276929557427
1415,mtr,Permeability,random-forest,No DA,60,3,R2,0.3839115456461993
1416,mtr,Permeability,random-forest,No DA,100,3,MAE,0.4127015784826053
1417,mtr,Permeability,random-forest,No DA,100,3,RMSE,0.5116909828981299
1418,mtr,Permeability,random-forest,No DA,100,3,R2,0.3972639836060242
1419,mtr,Permeability,random-forest,MLM,0,3,MAE,0.4493005331776629
1420,mtr,Permeability,random-forest,MLM,0,3,RMSE,0.5528858384392014
1421,mtr,Permeability,random-forest,MLM,0,3,R2,0.2963081065175085
1422,mtr,Permeability,random-forest,CL,0,3,MAE,0.4370982740803257
1423,mtr,Permeability,random-forest,CL,0,3,RMSE,0.5458027553848191
1424,mtr,Permeability,random-forest,CL,0,3,R2,0.3142227663410866
1425,mtr,Permeability,random-forest,MTR,0,3,MAE,0.4003994988618199
1426,mtr,Permeability,random-forest,MTR,0,3,RMSE,0.5118006148520785
1427,mtr,Permeability,random-forest,MTR,0,3,R2,0.3970056784637906
1428,mtr,Permeability,random-forest,No DA,0,4,MAE,0.4828113294586214
1429,mtr,Permeability,random-forest,No DA,0,4,RMSE,0.599598858241526
1430,mtr,Permeability,random-forest,No DA,0,4,R2,0.2213352566586627
1431,mtr,Permeability,random-forest,No DA,30,4,MAE,0.4428311305070097
1432,mtr,Permeability,random-forest,No DA,30,4,RMSE,0.5573085044160355
1433,mtr,Permeability,random-forest,No DA,30,4,R2,0.3273018128221274
1434,mtr,Permeability,random-forest,No DA,60,4,MAE,0.4321553260319223
1435,mtr,Permeability,random-forest,No DA,60,4,RMSE,0.5465705760276129
1436,mtr,Permeability,random-forest,No DA,60,4,R2,0.3529744760062011
1437,mtr,Permeability,random-forest,No DA,100,4,MAE,0.4404545601806796
1438,mtr,Permeability,random-forest,No DA,100,4,RMSE,0.5491324845862144
1439,mtr,Permeability,random-forest,No DA,100,4,R2,0.3468947302825943
1440,mtr,Permeability,random-forest,MLM,0,4,MAE,0.4850405936040777
1441,mtr,Permeability,random-forest,MLM,0,4,RMSE,0.6058291995067856
1442,mtr,Permeability,random-forest,MLM,0,4,R2,0.2050692087068337
1443,mtr,Permeability,random-forest,CL,0,4,MAE,0.4924415606280582
1444,mtr,Permeability,random-forest,CL,0,4,RMSE,0.6048449623396482
1445,mtr,Permeability,random-forest,CL,0,4,R2,0.2076500182231382
1446,mtr,Permeability,random-forest,MTR,0,4,MAE,0.427748858375398
1447,mtr,Permeability,random-forest,MTR,0,4,RMSE,0.5464794606657782
1448,mtr,Permeability,random-forest,MTR,0,4,R2,0.353190181180966
1449,mtr,HLM,svm,No DA,0,0,MAE,0.4734902438955738
1450,mtr,HLM,svm,No DA,0,0,RMSE,0.5802246742101131
1451,mtr,HLM,svm,No DA,0,0,R2,0.0065462876672591
1452,mtr,HLM,svm,No DA,30,0,MAE,0.3726665939551866
1453,mtr,HLM,svm,No DA,30,0,RMSE,0.4603092035119073
1454,mtr,HLM,svm,No DA,30,0,R2,0.3747487524006283
1455,mtr,HLM,svm,No DA,60,0,MAE,0.3723291538242994
1456,mtr,HLM,svm,No DA,60,0,RMSE,0.4575717082689582
1457,mtr,HLM,svm,No DA,60,0,R2,0.3821634759224773
1458,mtr,HLM,svm,No DA,100,0,MAE,0.3651086209418535
1459,mtr,HLM,svm,No DA,100,0,RMSE,0.4508909995582353
1460,mtr,HLM,svm,No DA,100,0,R2,0.4000730348739382
1461,mtr,HLM,svm,MLM,0,0,MAE,0.481085003811831
1462,mtr,HLM,svm,MLM,0,0,RMSE,0.5945311160390364
1463,mtr,HLM,svm,MLM,0,0,R2,-0.0430483221581234
1464,mtr,HLM,svm,CL,0,0,MAE,0.534747271541346
1465,mtr,HLM,svm,CL,0,0,RMSE,0.6721244781652558
1466,mtr,HLM,svm,CL,0,0,R2,-0.3330752792620184
1467,mtr,HLM,svm,MTR,0,0,MAE,0.4478086588823323
1468,mtr,HLM,svm,MTR,0,0,RMSE,0.5548945762477651
1469,mtr,HLM,svm,MTR,0,0,R2,0.0913927244942743
1470,mtr,HLM,svm,No DA,0,1,MAE,0.4400258502657492
1471,mtr,HLM,svm,No DA,0,1,RMSE,0.5266923696869386
1472,mtr,HLM,svm,No DA,0,1,R2,-0.0100729224785074
1473,mtr,HLM,svm,No DA,30,1,MAE,0.3732348363136668
1474,mtr,HLM,svm,No DA,30,1,RMSE,0.459898215412207
1475,mtr,HLM,svm,No DA,30,1,R2,0.2298733997170932
1476,mtr,HLM,svm,No DA,60,1,MAE,0.3785722285818139
1477,mtr,HLM,svm,No DA,60,1,RMSE,0.4674087481043619
1478,mtr,HLM,svm,No DA,60,1,R2,0.204514352196921
1479,mtr,HLM,svm,No DA,100,1,MAE,0.3759365557623058
1480,mtr,HLM,svm,No DA,100,1,RMSE,0.4645809154506758
1481,mtr,HLM,svm,No DA,100,1,R2,0.2141106446826955
1482,mtr,HLM,svm,MLM,0,1,MAE,0.453425712370436
1483,mtr,HLM,svm,MLM,0,1,RMSE,0.5450117094035541
1484,mtr,HLM,svm,MLM,0,1,R2,-0.081559314041723
1485,mtr,HLM,svm,CL,0,1,MAE,0.5105451475690368
1486,mtr,HLM,svm,CL,0,1,RMSE,0.625119868501964
1487,mtr,HLM,svm,CL,0,1,R2,-0.4228701895917135
1488,mtr,HLM,svm,MTR,0,1,MAE,0.4363824172460571
1489,mtr,HLM,svm,MTR,0,1,RMSE,0.5303240742345728
1490,mtr,HLM,svm,MTR,0,1,R2,-0.0240504684419073
1491,mtr,HLM,svm,No DA,0,2,MAE,0.4275454739438075
1492,mtr,HLM,svm,No DA,0,2,RMSE,0.5141875389619132
1493,mtr,HLM,svm,No DA,0,2,R2,-0.0746093971432708
1494,mtr,HLM,svm,No DA,30,2,MAE,0.3566507884349024
1495,mtr,HLM,svm,No DA,30,2,RMSE,0.4453685497868283
1496,mtr,HLM,svm,No DA,30,2,R2,0.1937928785788284
1497,mtr,HLM,svm,No DA,60,2,MAE,0.3742091367760115
1498,mtr,HLM,svm,No DA,60,2,RMSE,0.4565506881521965
1499,mtr,HLM,svm,No DA,60,2,R2,0.1528007895529127
1500,mtr,HLM,svm,No DA,100,2,MAE,0.3761837288685993
1501,mtr,HLM,svm,No DA,100,2,RMSE,0.4590825115193077
1502,mtr,HLM,svm,No DA,100,2,R2,0.1433783692241862
1503,mtr,HLM,svm,MLM,0,2,MAE,0.4413983607457267
1504,mtr,HLM,svm,MLM,0,2,RMSE,0.5352684456173223
1505,mtr,HLM,svm,MLM,0,2,R2,-0.1645303815403433
1506,mtr,HLM,svm,CL,0,2,MAE,0.4463721918586658
1507,mtr,HLM,svm,CL,0,2,RMSE,0.5476004109769534
1508,mtr,HLM,svm,CL,0,2,R2,-0.2188073644520616
1509,mtr,HLM,svm,MTR,0,2,MAE,0.4209899627392264
1510,mtr,HLM,svm,MTR,0,2,RMSE,0.5240558709797762
1511,mtr,HLM,svm,MTR,0,2,R2,-0.1162532089232197
1512,mtr,HLM,svm,No DA,0,3,MAE,0.4174930791989445
1513,mtr,HLM,svm,No DA,0,3,RMSE,0.5043624688513573
1514,mtr,HLM,svm,No DA,0,3,R2,0.0498090347642055
1515,mtr,HLM,svm,No DA,30,3,MAE,0.3652747379124669
1516,mtr,HLM,svm,No DA,30,3,RMSE,0.4596306843277987
1517,mtr,HLM,svm,No DA,30,3,R2,0.2108793639724668
1518,mtr,HLM,svm,No DA,60,3,MAE,0.3651535290141621
1519,mtr,HLM,svm,No DA,60,3,RMSE,0.4579993657657171
1520,mtr,HLM,svm,No DA,60,3,R2,0.2164709083735052
1521,mtr,HLM,svm,No DA,100,3,MAE,0.3751941269232565
1522,mtr,HLM,svm,No DA,100,3,RMSE,0.4637329382058142
1523,mtr,HLM,svm,No DA,100,3,R2,0.1967305294331649
1524,mtr,HLM,svm,MLM,0,3,MAE,0.437897125823261
1525,mtr,HLM,svm,MLM,0,3,RMSE,0.5216923517078234
1526,mtr,HLM,svm,MLM,0,3,R2,-0.0166098478370733
1527,mtr,HLM,svm,CL,0,3,MAE,0.4880886937562593
1528,mtr,HLM,svm,CL,0,3,RMSE,0.5989874921862546
1529,mtr,HLM,svm,CL,0,3,R2,-0.3401730498518462
1530,mtr,HLM,svm,MTR,0,3,MAE,0.4420235462476489
1531,mtr,HLM,svm,MTR,0,3,RMSE,0.546942977251883
1532,mtr,HLM,svm,MTR,0,3,R2,-0.1174020751022295
1533,mtr,HLM,svm,No DA,0,4,MAE,0.453675392631595
1534,mtr,HLM,svm,No DA,0,4,RMSE,0.5551294642719916
1535,mtr,HLM,svm,No DA,0,4,R2,0.0205671001689085
1536,mtr,HLM,svm,No DA,30,4,MAE,0.3916374683993007
1537,mtr,HLM,svm,No DA,30,4,RMSE,0.4834030023529616
1538,mtr,HLM,svm,No DA,30,4,R2,0.2573147178184634
1539,mtr,HLM,svm,No DA,60,4,MAE,0.3872340288819701
1540,mtr,HLM,svm,No DA,60,4,RMSE,0.4761170529431239
1541,mtr,HLM,svm,No DA,60,4,R2,0.2795338114264245
1542,mtr,HLM,svm,No DA,100,4,MAE,0.3807274239792485
1543,mtr,HLM,svm,No DA,100,4,RMSE,0.4805718150000006
1544,mtr,HLM,svm,No DA,100,4,R2,0.2659887380142987
1545,mtr,HLM,svm,MLM,0,4,MAE,0.4720177480963238
1546,mtr,HLM,svm,MLM,0,4,RMSE,0.5723340606153793
1547,mtr,HLM,svm,MLM,0,4,R2,-0.0410829052390366
1548,mtr,HLM,svm,CL,0,4,MAE,0.5054599048402755
1549,mtr,HLM,svm,CL,0,4,RMSE,0.6359784358717991
1550,mtr,HLM,svm,CL,0,4,R2,-0.2854965376690659
1551,mtr,HLM,svm,MTR,0,4,MAE,0.4262853768748293
1552,mtr,HLM,svm,MTR,0,4,RMSE,0.5378612925834502
1553,mtr,HLM,svm,MTR,0,4,R2,0.0805529723721764
1554,mtr,HLM,linear,No DA,0,0,MAE,0.5754894191418295
1555,mtr,HLM,linear,No DA,0,0,RMSE,0.7150376636820225
1556,mtr,HLM,linear,No DA,0,0,R2,-0.5087354222849947
1557,mtr,HLM,linear,No DA,30,0,MAE,0.542180208627154
1558,mtr,HLM,linear,No DA,30,0,RMSE,0.7152815699520227
1559,mtr,HLM,linear,No DA,30,0,R2,-0.5097648863550479
1560,mtr,HLM,linear,No DA,60,0,MAE,0.4976689341036281
1561,mtr,HLM,linear,No DA,60,0,RMSE,0.6341556570623262
1562,mtr,HLM,linear,No DA,60,0,R2,-0.1867165312712813
1563,mtr,HLM,linear,No DA,100,0,MAE,0.5052829144557277
1564,mtr,HLM,linear,No DA,100,0,RMSE,0.6772165393530849
1565,mtr,HLM,linear,No DA,100,0,R2,-0.3533507332010177
1566,mtr,HLM,linear,MLM,0,0,MAE,0.566806303737193
1567,mtr,HLM,linear,MLM,0,0,RMSE,0.7012380056486791
1568,mtr,HLM,linear,MLM,0,0,R2,-0.4510625781753685
1569,mtr,HLM,linear,CL,0,0,MAE,0.5851712568487022
1570,mtr,HLM,linear,CL,0,0,RMSE,0.7311748355234617
1571,mtr,HLM,linear,CL,0,0,R2,-0.5776029963427574
1572,mtr,HLM,linear,MTR,0,0,MAE,0.5471699170803801
1573,mtr,HLM,linear,MTR,0,0,RMSE,0.6914309293024237
1574,mtr,HLM,linear,MTR,0,0,R2,-0.4107590844506565
1575,mtr,HLM,linear,No DA,0,1,MAE,0.5335828976921967
1576,mtr,HLM,linear,No DA,0,1,RMSE,0.6685648463509213
1577,mtr,HLM,linear,No DA,0,1,R2,-0.6275178116241196
1578,mtr,HLM,linear,No DA,30,1,MAE,0.5082413946499577
1579,mtr,HLM,linear,No DA,30,1,RMSE,0.6907006973919977
1580,mtr,HLM,linear,No DA,30,1,R2,-0.7370745784760575
1581,mtr,HLM,linear,No DA,60,1,MAE,0.6042974572818789
1582,mtr,HLM,linear,No DA,60,1,RMSE,1.0060717549507487
1583,mtr,HLM,linear,No DA,60,1,R2,-2.685501468866932
1584,mtr,HLM,linear,No DA,100,1,MAE,0.5317635765790879
1585,mtr,HLM,linear,No DA,100,1,RMSE,0.7440674409848522
1586,mtr,HLM,linear,No DA,100,1,R2,-1.015873508438045
1587,mtr,HLM,linear,MLM,0,1,MAE,0.5602617210148276
1588,mtr,HLM,linear,MLM,0,1,RMSE,0.6984382477402843
1589,mtr,HLM,linear,MLM,0,1,R2,-0.7762116071695422
1590,mtr,HLM,linear,CL,0,1,MAE,0.5568570875149154
1591,mtr,HLM,linear,CL,0,1,RMSE,0.7081487686715576
1592,mtr,HLM,linear,CL,0,1,R2,-0.825944968007247
1593,mtr,HLM,linear,MTR,0,1,MAE,0.5309751210787748
