,objective,dataset,algorithm,da,train_size,fold,metric,value
1122,mtr,rPPB,linear,No DA,100,3,MAE,0.5862938198721256
1123,mtr,rPPB,linear,No DA,100,3,RMSE,0.7153510642964558
1124,mtr,rPPB,linear,No DA,100,3,R2,0.0230259762731286
1125,mtr,rPPB,linear,MLM,0,3,MAE,0.8166336060766727
1126,mtr,rPPB,linear,MLM,0,3,RMSE,1.1090784398162763
1127,mtr,rPPB,linear,MLM,0,3,R2,-1.3483838605129512
1128,mtr,rPPB,linear,CL,0,3,MAE,0.6352635021071534
1129,mtr,rPPB,linear,CL,0,3,RMSE,0.8456384447721542
1130,mtr,rPPB,linear,CL,0,3,R2,-0.3652557019368905
1131,mtr,rPPB,linear,MTR,0,3,MAE,0.8597487837249284
1132,mtr,rPPB,linear,MTR,0,3,RMSE,1.082921149272169
1133,mtr,rPPB,linear,MTR,0,3,R2,-1.2389182291849856
1134,mtr,rPPB,linear,No DA,0,4,MAE,0.979421189495018
1135,mtr,rPPB,linear,No DA,0,4,RMSE,1.1344133347965737
1136,mtr,rPPB,linear,No DA,0,4,R2,-0.4428190768570446
1137,mtr,rPPB,linear,No DA,30,4,MAE,0.8268336554008713
1138,mtr,rPPB,linear,No DA,30,4,RMSE,1.1553260461215802
1139,mtr,rPPB,linear,No DA,30,4,R2,-0.4965056429225456
1140,mtr,rPPB,linear,No DA,60,4,MAE,0.8619287651933445
1141,mtr,rPPB,linear,No DA,60,4,RMSE,1.131570248983886
1142,mtr,rPPB,linear,No DA,60,4,R2,-0.4355961044218255
1143,mtr,rPPB,linear,No DA,100,4,MAE,1.0923560231046854
1144,mtr,rPPB,linear,No DA,100,4,RMSE,1.2730169744723203
1145,mtr,rPPB,linear,No DA,100,4,R2,-0.8169275881096767
1146,mtr,rPPB,linear,MLM,0,4,MAE,1.2490491035974411
1147,mtr,rPPB,linear,MLM,0,4,RMSE,1.4094129531908308
1148,mtr,rPPB,linear,MLM,0,4,R2,-1.2271309188252335
1149,mtr,rPPB,linear,CL,0,4,MAE,0.9908292535408222
1150,mtr,rPPB,linear,CL,0,4,RMSE,1.1628419417229086
1151,mtr,rPPB,linear,CL,0,4,R2,-0.5160398088901037
1152,mtr,rPPB,linear,MTR,0,4,MAE,0.9461215885628688
1153,mtr,rPPB,linear,MTR,0,4,RMSE,1.1473117216133253
1154,mtr,rPPB,linear,MTR,0,4,R2,-0.4758155816306213
1155,mtr,rPPB,random-forest,No DA,0,0,MAE,0.5881509957482355
1156,mtr,rPPB,random-forest,No DA,0,0,RMSE,0.6741645455205714
1157,mtr,rPPB,random-forest,No DA,0,0,R2,0.213285542565358
1158,mtr,rPPB,random-forest,No DA,30,0,MAE,0.5303653179547059
1159,mtr,rPPB,random-forest,No DA,30,0,RMSE,0.6200689893641238
1160,mtr,rPPB,random-forest,No DA,30,0,R2,0.3344735240149308
1161,mtr,rPPB,random-forest,No DA,60,0,MAE,0.5254699077188235
1162,mtr,rPPB,random-forest,No DA,60,0,RMSE,0.606525483103352
1163,mtr,rPPB,random-forest,No DA,60,0,R2,0.363228792643801
1164,mtr,rPPB,random-forest,No DA,100,0,MAE,0.4860362716344117
1165,mtr,rPPB,random-forest,No DA,100,0,RMSE,0.5913215603641249
1166,mtr,rPPB,random-forest,No DA,100,0,R2,0.3947528662075491
1167,mtr,rPPB,random-forest,MLM,0,0,MAE,0.5753845934141177
1168,mtr,rPPB,random-forest,MLM,0,0,RMSE,0.7157783856943185
1169,mtr,rPPB,random-forest,MLM,0,0,R2,0.1131657186694685
1170,mtr,rPPB,random-forest,CL,0,0,MAE,0.5836833134570589
1171,mtr,rPPB,random-forest,CL,0,0,RMSE,0.6907027219927744
1172,mtr,rPPB,random-forest,CL,0,0,R2,0.1742137484895648
1173,mtr,rPPB,random-forest,MTR,0,0,MAE,0.52935999526
1174,mtr,rPPB,random-forest,MTR,0,0,RMSE,0.6791711972858986
1175,mtr,rPPB,random-forest,MTR,0,0,R2,0.2015571565769925
1176,mtr,rPPB,random-forest,No DA,0,1,MAE,0.5767517913970588
1177,mtr,rPPB,random-forest,No DA,0,1,RMSE,0.7059851496842037
1178,mtr,rPPB,random-forest,No DA,0,1,R2,0.2473533759303546
1179,mtr,rPPB,random-forest,No DA,30,1,MAE,0.5381283174823528
1180,mtr,rPPB,random-forest,No DA,30,1,RMSE,0.6568249640097575
1181,mtr,rPPB,random-forest,No DA,30,1,R2,0.3485227000844295
1182,mtr,rPPB,random-forest,No DA,60,1,MAE,0.5306485138638234
1183,mtr,rPPB,random-forest,No DA,60,1,RMSE,0.6596041956512172
1184,mtr,rPPB,random-forest,No DA,60,1,R2,0.3429978280239139
1185,mtr,rPPB,random-forest,No DA,100,1,MAE,0.5463688984155882
1186,mtr,rPPB,random-forest,No DA,100,1,RMSE,0.6613353856355277
1187,mtr,rPPB,random-forest,No DA,100,1,R2,0.3395445808028493
1188,mtr,rPPB,random-forest,MLM,0,1,MAE,0.5505029653873528
1189,mtr,rPPB,random-forest,MLM,0,1,RMSE,0.675612843657897
1190,mtr,rPPB,random-forest,MLM,0,1,R2,0.310719836153086
1191,mtr,rPPB,random-forest,CL,0,1,MAE,0.603177584517941
1192,mtr,rPPB,random-forest,CL,0,1,RMSE,0.7291596642672554
1193,mtr,rPPB,random-forest,CL,0,1,R2,0.1971299472045575
1194,mtr,rPPB,random-forest,MTR,0,1,MAE,0.5936890638402942
1195,mtr,rPPB,random-forest,MTR,0,1,RMSE,0.7213116370655027
1196,mtr,rPPB,random-forest,MTR,0,1,R2,0.2143196998110272
1197,mtr,rPPB,random-forest,No DA,0,2,MAE,0.5132603154
1198,mtr,rPPB,random-forest,No DA,0,2,RMSE,0.6368133762343768
1199,mtr,rPPB,random-forest,No DA,0,2,R2,0.0545811098362964
1200,mtr,rPPB,random-forest,No DA,30,2,MAE,0.4255689979293938
1201,mtr,rPPB,random-forest,No DA,30,2,RMSE,0.5295841555123129
1202,mtr,rPPB,random-forest,No DA,30,2,R2,0.3461624065506694
1203,mtr,rPPB,random-forest,No DA,60,2,MAE,0.4120916828693939
1204,mtr,rPPB,random-forest,No DA,60,2,RMSE,0.5091905563528633
1205,mtr,rPPB,random-forest,No DA,60,2,R2,0.3955496934421322
1206,mtr,rPPB,random-forest,No DA,100,2,MAE,0.4340613031999999
1207,mtr,rPPB,random-forest,No DA,100,2,RMSE,0.5137414224655275
1208,mtr,rPPB,random-forest,No DA,100,2,R2,0.3846969200333077
1209,mtr,rPPB,random-forest,MLM,0,2,MAE,0.5454123301009091
1210,mtr,rPPB,random-forest,MLM,0,2,RMSE,0.673030771245748
1211,mtr,rPPB,random-forest,MLM,0,2,R2,-0.0560142115641559
1212,mtr,rPPB,random-forest,CL,0,2,MAE,0.5820476087454545
1213,mtr,rPPB,random-forest,CL,0,2,RMSE,0.7277690526544327
1214,mtr,rPPB,random-forest,CL,0,2,R2,-0.2347728992328026
1215,mtr,rPPB,random-forest,MTR,0,2,MAE,0.5452039218042425
1216,mtr,rPPB,random-forest,MTR,0,2,RMSE,0.6965252010963728
1217,mtr,rPPB,random-forest,MTR,0,2,R2,-0.1310286077167439
1218,mtr,rPPB,random-forest,No DA,0,3,MAE,0.5494034831733334
1219,mtr,rPPB,random-forest,No DA,0,3,RMSE,0.7031644770810533
1220,mtr,rPPB,random-forest,No DA,0,3,R2,0.0560295341546072
1221,mtr,rPPB,random-forest,No DA,30,3,MAE,0.5099802333015151
1222,mtr,rPPB,random-forest,No DA,30,3,RMSE,0.6331768294413819
1223,mtr,rPPB,random-forest,No DA,30,3,R2,0.2345891943367937
1224,mtr,rPPB,random-forest,No DA,60,3,MAE,0.4997913249475756
1225,mtr,rPPB,random-forest,No DA,60,3,RMSE,0.6261750827958031
1226,mtr,rPPB,random-forest,No DA,60,3,R2,0.2514236105064956
1227,mtr,rPPB,random-forest,No DA,100,3,MAE,0.4811348157451515
1228,mtr,rPPB,random-forest,No DA,100,3,RMSE,0.5958830323710818
1229,mtr,rPPB,random-forest,No DA,100,3,R2,0.3220984924645558
1230,mtr,rPPB,random-forest,MLM,0,3,MAE,0.5886285060715152
1231,mtr,rPPB,random-forest,MLM,0,3,RMSE,0.7354131835049262
1232,mtr,rPPB,random-forest,MLM,0,3,R2,-0.0325411852085153
1233,mtr,rPPB,random-forest,CL,0,3,MAE,0.5798742043509092
1234,mtr,rPPB,random-forest,CL,0,3,RMSE,0.7338235334400999
1235,mtr,rPPB,random-forest,CL,0,3,R2,-0.0280821811616351
1236,mtr,rPPB,random-forest,MTR,0,3,MAE,0.5747242839378789
1237,mtr,rPPB,random-forest,MTR,0,3,RMSE,0.7298006020860375
1238,mtr,rPPB,random-forest,MTR,0,3,R2,-0.0168408757847036
1239,mtr,rPPB,random-forest,No DA,0,4,MAE,0.7727708466461765
1240,mtr,rPPB,random-forest,No DA,0,4,RMSE,0.905215295454068
1241,mtr,rPPB,random-forest,No DA,0,4,R2,0.0813015210343102
1242,mtr,rPPB,random-forest,No DA,30,4,MAE,0.6914982374938236
1243,mtr,rPPB,random-forest,No DA,30,4,RMSE,0.837841356854419
1244,mtr,rPPB,random-forest,No DA,30,4,R2,0.2129672261118456
1245,mtr,rPPB,random-forest,No DA,60,4,MAE,0.7066330313047057
1246,mtr,rPPB,random-forest,No DA,60,4,RMSE,0.8481258975843835
1247,mtr,rPPB,random-forest,No DA,60,4,R2,0.1935269124484446
1248,mtr,rPPB,random-forest,No DA,100,4,MAE,0.6918174174197058
1249,mtr,rPPB,random-forest,No DA,100,4,RMSE,0.8315299401953643
1250,mtr,rPPB,random-forest,No DA,100,4,R2,0.2247799220137089
1251,mtr,rPPB,random-forest,MLM,0,4,MAE,0.797667934002353
1252,mtr,rPPB,random-forest,MLM,0,4,RMSE,0.9294764945225892
1253,mtr,rPPB,random-forest,MLM,0,4,R2,0.0313964579453758
1254,mtr,rPPB,random-forest,CL,0,4,MAE,0.7797451647208825
1255,mtr,rPPB,random-forest,CL,0,4,RMSE,0.915967128134446
1256,mtr,rPPB,random-forest,CL,0,4,R2,0.0593479498170481
1257,mtr,rPPB,random-forest,MTR,0,4,MAE,0.7511164702723531
1258,mtr,rPPB,random-forest,MTR,0,4,RMSE,0.9084186461313176
1259,mtr,rPPB,random-forest,MTR,0,4,R2,0.0747878870743696
1260,mtr,Permeability,svm,No DA,0,0,MAE,0.43868900284189
1261,mtr,Permeability,svm,No DA,0,0,RMSE,0.5608150565346216
1262,mtr,Permeability,svm,No DA,0,0,R2,0.2764534656077151
1263,mtr,Permeability,svm,No DA,30,0,MAE,0.3325746221213425
1264,mtr,Permeability,svm,No DA,30,0,RMSE,0.4382728321361475
1265,mtr,Permeability,svm,No DA,30,0,R2,0.558107899022577
1266,mtr,Permeability,svm,No DA,60,0,MAE,0.3394807413313756
1267,mtr,Permeability,svm,No DA,60,0,RMSE,0.4506101133340605
1268,mtr,Permeability,svm,No DA,60,0,R2,0.5328794138043529
1269,mtr,Permeability,svm,No DA,100,0,MAE,0.3351636014621378
1270,mtr,Permeability,svm,No DA,100,0,RMSE,0.4434503076949641
1271,mtr,Permeability,svm,No DA,100,0,R2,0.5476057679587432
1272,mtr,Permeability,svm,MLM,0,0,MAE,0.4304931856059432
1273,mtr,Permeability,svm,MLM,0,0,RMSE,0.556162167018066
1274,mtr,Permeability,svm,MLM,0,0,R2,0.2884096938119507
1275,mtr,Permeability,svm,CL,0,0,MAE,0.4718514796611903
1276,mtr,Permeability,svm,CL,0,0,RMSE,0.605421118966421
1277,mtr,Permeability,svm,CL,0,0,R2,0.1567773362464758
1278,mtr,Permeability,svm,MTR,0,0,MAE,0.4085623119528935
1279,mtr,Permeability,svm,MTR,0,0,RMSE,0.5258629116130181
1280,mtr,Permeability,svm,MTR,0,0,R2,0.3638314117904125
1281,mtr,Permeability,svm,No DA,0,1,MAE,0.4792637411058795
1282,mtr,Permeability,svm,No DA,0,1,RMSE,0.6158570680324594
1283,mtr,Permeability,svm,No DA,0,1,R2,0.2754844273318517
1284,mtr,Permeability,svm,No DA,30,1,MAE,0.3891924470386206
1285,mtr,Permeability,svm,No DA,30,1,RMSE,0.5046564505239572
1286,mtr,Permeability,svm,No DA,30,1,R2,0.5135037219864071
1287,mtr,Permeability,svm,No DA,60,1,MAE,0.3895737365620729
1288,mtr,Permeability,svm,No DA,60,1,RMSE,0.5000915552776937
1289,mtr,Permeability,svm,No DA,60,1,R2,0.5222651688877638
1290,mtr,Permeability,svm,No DA,100,1,MAE,0.3950409830493992
1291,mtr,Permeability,svm,No DA,100,1,RMSE,0.5022781022480113
1292,mtr,Permeability,svm,No DA,100,1,R2,0.5180784424265442
1293,mtr,Permeability,svm,MLM,0,1,MAE,0.4635647655967796
1294,mtr,Permeability,svm,MLM,0,1,RMSE,0.599645035069094
1295,mtr,Permeability,svm,MLM,0,1,R2,0.3131271525218027
1296,mtr,Permeability,svm,CL,0,1,MAE,0.509147852040816
1297,mtr,Permeability,svm,CL,0,1,RMSE,0.6591978723816088
1298,mtr,Permeability,svm,CL,0,1,R2,0.1699209397787602
1299,mtr,Permeability,svm,MTR,0,1,MAE,0.4606566992659528
1300,mtr,Permeability,svm,MTR,0,1,RMSE,0.5975191431768588
1301,mtr,Permeability,svm,MTR,0,1,R2,0.317988792038184
1302,mtr,Permeability,svm,No DA,0,2,MAE,0.4363646809125838
1303,mtr,Permeability,svm,No DA,0,2,RMSE,0.5736328672035809
1304,mtr,Permeability,svm,No DA,0,2,R2,0.2617271538697996
1305,mtr,Permeability,svm,No DA,30,2,MAE,0.3450992789243329
1306,mtr,Permeability,svm,No DA,30,2,RMSE,0.4663385971213982
1307,mtr,Permeability,svm,No DA,30,2,R2,0.5120766916214636
1308,mtr,Permeability,svm,No DA,60,2,MAE,0.3455740545677601
1309,mtr,Permeability,svm,No DA,60,2,RMSE,0.460069810672644
1310,mtr,Permeability,svm,No DA,60,2,R2,0.5251064032699355
1311,mtr,Permeability,svm,No DA,100,2,MAE,0.3376356909476136
1312,mtr,Permeability,svm,No DA,100,2,RMSE,0.4511871102568041
1313,mtr,Permeability,svm,No DA,100,2,R2,0.5432671915803138
1314,mtr,Permeability,svm,MLM,0,2,MAE,0.4362814835889217
1315,mtr,Permeability,svm,MLM,0,2,RMSE,0.5800229166115044
1316,mtr,Permeability,svm,MLM,0,2,R2,0.2451873899941324
1317,mtr,Permeability,svm,CL,0,2,MAE,0.4690878550870537
1318,mtr,Permeability,svm,CL,0,2,RMSE,0.6060976729280898
1319,mtr,Permeability,svm,CL,0,2,R2,0.175797221111351
1320,mtr,Permeability,svm,MTR,0,2,MAE,0.3981034347804141
1321,mtr,Permeability,svm,MTR,0,2,RMSE,0.5273766474722743
1322,mtr,Permeability,svm,MTR,0,2,R2,0.3759913189842017
1323,mtr,Permeability,svm,No DA,0,3,MAE,0.4562046706292451
1324,mtr,Permeability,svm,No DA,0,3,RMSE,0.5910570243985178
1325,mtr,Permeability,svm,No DA,0,3,R2,0.2720840963166502
1326,mtr,Permeability,svm,No DA,30,3,MAE,0.3587895734000713
1327,mtr,Permeability,svm,No DA,30,3,RMSE,0.4675990646927593
1328,mtr,Permeability,svm,No DA,30,3,R2,0.544414692728699
1329,mtr,Permeability,svm,No DA,60,3,MAE,0.3584358456987084
1330,mtr,Permeability,svm,No DA,60,3,RMSE,0.4688911571468219
1331,mtr,Permeability,svm,No DA,60,3,R2,0.5418934231758875
1332,mtr,Permeability,svm,No DA,100,3,MAE,0.3533088241569171
1333,mtr,Permeability,svm,No DA,100,3,RMSE,0.4588452235537437
1334,mtr,Permeability,svm,No DA,100,3,R2,0.5613128913703884
1335,mtr,Permeability,svm,MLM,0,3,MAE,0.436033253125367
1336,mtr,Permeability,svm,MLM,0,3,RMSE,0.5736358202441938
1337,mtr,Permeability,svm,MLM,0,3,R2,0.314361861224756
1338,mtr,Permeability,svm,CL,0,3,MAE,0.4832751625903368
1339,mtr,Permeability,svm,CL,0,3,RMSE,0.6261271142984354
1340,mtr,Permeability,svm,CL,0,3,R2,0.1831403116073514
1341,mtr,Permeability,svm,MTR,0,3,MAE,0.4333376363298065
1342,mtr,Permeability,svm,MTR,0,3,RMSE,0.5677390190544834
1343,mtr,Permeability,svm,MTR,0,3,R2,0.3283857100791663
1344,mtr,Permeability,svm,No DA,0,4,MAE,0.4407838873744404
1345,mtr,Permeability,svm,No DA,0,4,RMSE,0.5895776606478086
1346,mtr,Permeability,svm,No DA,0,4,R2,0.2784253724242993
1347,mtr,Permeability,svm,No DA,30,4,MAE,0.3376885004400344
1348,mtr,Permeability,svm,No DA,30,4,RMSE,0.4620646116792967
1349,mtr,Permeability,svm,No DA,30,4,R2,0.556795020230354
1350,mtr,Permeability,svm,No DA,60,4,MAE,0.3456380486913923
1351,mtr,Permeability,svm,No DA,60,4,RMSE,0.4653732178456964
1352,mtr,Permeability,svm,No DA,60,4,R2,0.5504251718352291
1353,mtr,Permeability,svm,No DA,100,4,MAE,0.3388143620776704
1354,mtr,Permeability,svm,No DA,100,4,RMSE,0.4567321648346447
1355,mtr,Permeability,svm,No DA,100,4,R2,0.5669655883421938
1356,mtr,Permeability,svm,MLM,0,4,MAE,0.4390067618490497
1357,mtr,Permeability,svm,MLM,0,4,RMSE,0.582377896214405
1358,mtr,Permeability,svm,MLM,0,4,R2,0.295941118655782
1359,mtr,Permeability,svm,CL,0,4,MAE,0.4519891894376125
1360,mtr,Permeability,svm,CL,0,4,RMSE,0.5894800023476792
1361,mtr,Permeability,svm,CL,0,4,R2,0.278664397475858
1362,mtr,Permeability,svm,MTR,0,4,MAE,0.4042290785645531
1363,mtr,Permeability,svm,MTR,0,4,RMSE,0.5245797572309027
1364,mtr,Permeability,svm,MTR,0,4,R2,0.4287551860557643
1365,mtr,Permeability,linear,No DA,0,0,MAE,0.5308904322703669
1366,mtr,Permeability,linear,No DA,0,0,RMSE,0.6822205294486162
1367,mtr,Permeability,linear,No DA,0,0,R2,-0.0707219506533765
1368,mtr,Permeability,linear,No DA,30,0,MAE,0.4491593316209056
1369,mtr,Permeability,linear,No DA,30,0,RMSE,0.5947230812621441
1370,mtr,Permeability,linear,No DA,30,0,R2,0.1863142212975652
1371,mtr,Permeability,linear,No DA,60,0,MAE,0.4448465375415795
1372,mtr,Permeability,linear,No DA,60,0,RMSE,0.620779875471531
1373,mtr,Permeability,linear,No DA,60,0,R2,0.1134517091750325
1374,mtr,Permeability,linear,No DA,100,0,MAE,0.4570414637094079
1375,mtr,Permeability,linear,No DA,100,0,RMSE,0.744378401377685
1376,mtr,Permeability,linear,No DA,100,0,R2,-0.274719602981377
1377,mtr,Permeability,linear,MLM,0,0,MAE,0.5015522321772821
1378,mtr,Permeability,linear,MLM,0,0,RMSE,0.6318011231061548
1379,mtr,Permeability,linear,MLM,0,0,R2,0.0816929359795468
1380,mtr,Permeability,linear,CL,0,0,MAE,0.5135355100941392
1381,mtr,Permeability,linear,CL,0,0,RMSE,0.647739589588381
1382,mtr,Permeability,linear,CL,0,0,R2,0.0347762010883946
1383,mtr,Permeability,linear,MTR,0,0,MAE,0.4913316082048294
1384,mtr,Permeability,linear,MTR,0,0,RMSE,0.6103544501840868
1385,mtr,Permeability,linear,MTR,0,0,R2,0.1429791874360215
1386,mtr,Permeability,linear,No DA,0,1,MAE,0.5458958624063202
1387,mtr,Permeability,linear,No DA,0,1,RMSE,0.6951110573429893
1388,mtr,Permeability,linear,No DA,0,1,R2,0.0770115668924127
1389,mtr,Permeability,linear,No DA,30,1,MAE,0.4826832217736113
1390,mtr,Permeability,linear,No DA,30,1,RMSE,0.6318116424312283
1391,mtr,Permeability,linear,No DA,30,1,R2,0.2374591516129272
1392,mtr,Permeability,linear,No DA,60,1,MAE,0.4623196832758849
1393,mtr,Permeability,linear,No DA,60,1,RMSE,0.6342618079721302
1394,mtr,Permeability,linear,No DA,60,1,R2,0.23153341704994
1395,mtr,Permeability,linear,No DA,100,1,MAE,0.4623003581657817
1396,mtr,Permeability,linear,No DA,100,1,RMSE,0.601392131934832
1397,mtr,Permeability,linear,No DA,100,1,R2,0.3091188425769683
1398,mtr,Permeability,linear,MLM,0,1,MAE,0.552072641831803
1399,mtr,Permeability,linear,MLM,0,1,RMSE,0.6971532813302299
1400,mtr,Permeability,linear,MLM,0,1,R2,0.0715801525258167
1401,mtr,Permeability,linear,CL,0,1,MAE,0.5715158269091984
1402,mtr,Permeability,linear,CL,0,1,RMSE,0.7063429014369674
1403,mtr,Permeability,linear,CL,0,1,R2,0.0469426513219114
1404,mtr,Permeability,linear,MTR,0,1,MAE,0.5224456570965997
1405,mtr,Permeability,linear,MTR,0,1,RMSE,0.6575723074857039
1406,mtr,Permeability,linear,MTR,0,1,R2,0.1740097990112367
1407,mtr,Permeability,linear,No DA,0,2,MAE,0.5454990752834817
1408,mtr,Permeability,linear,No DA,0,2,RMSE,0.6896267782671363
1409,mtr,Permeability,linear,No DA,0,2,R2,-0.06703109340272
1410,mtr,Permeability,linear,No DA,30,2,MAE,0.4525902552909732
1411,mtr,Permeability,linear,No DA,30,2,RMSE,0.6179425058000952
1412,mtr,Permeability,linear,No DA,30,2,R2,0.1432680159008553
1413,mtr,Permeability,linear,No DA,60,2,MAE,0.4263055094638838
1414,mtr,Permeability,linear,No DA,60,2,RMSE,0.549194067187739
1415,mtr,Permeability,linear,No DA,60,2,R2,0.3232932393265901
1416,mtr,Permeability,linear,No DA,100,2,MAE,0.4092824913185031
1417,mtr,Permeability,linear,No DA,100,2,RMSE,0.5652021611681374
1418,mtr,Permeability,linear,No DA,100,2,R2,0.2832685379649746
1419,mtr,Permeability,linear,MLM,0,2,MAE,0.5445228840040155
1420,mtr,Permeability,linear,MLM,0,2,RMSE,0.6958006941232839
1421,mtr,Permeability,linear,MLM,0,2,R2,-0.0862219050419013
1422,mtr,Permeability,linear,CL,0,2,MAE,0.5322555686163141
1423,mtr,Permeability,linear,CL,0,2,RMSE,0.6707264869145466
1424,mtr,Permeability,linear,CL,0,2,R2,-0.0093452769629529
1425,mtr,Permeability,linear,MTR,0,2,MAE,0.483216024934151
1426,mtr,Permeability,linear,MTR,0,2,RMSE,0.6292682517982973
1427,mtr,Permeability,linear,MTR,0,2,R2,0.1115755882947587
1428,mtr,Permeability,linear,No DA,0,3,MAE,0.5778977530060991
1429,mtr,Permeability,linear,No DA,0,3,RMSE,0.7278745891958314
1430,mtr,Permeability,linear,No DA,0,3,R2,-0.1039148052176073
1431,mtr,Permeability,linear,No DA,30,3,MAE,0.449035551904422
1432,mtr,Permeability,linear,No DA,30,3,RMSE,0.6054976022657115
1433,mtr,Permeability,linear,No DA,30,3,R2,0.2360810254744465
1434,mtr,Permeability,linear,No DA,60,3,MAE,0.4369570450725092
1435,mtr,Permeability,linear,No DA,60,3,RMSE,0.5729869694110304
1436,mtr,Permeability,linear,No DA,60,3,R2,0.3159120617435509
1437,mtr,Permeability,linear,No DA,100,3,MAE,0.4140572764578177
1438,mtr,Permeability,linear,No DA,100,3,RMSE,0.548769473726527
1439,mtr,Permeability,linear,No DA,100,3,R2,0.3725164688314688
1440,mtr,Permeability,linear,MLM,0,3,MAE,0.5270600723331007
1441,mtr,Permeability,linear,MLM,0,3,RMSE,0.6727802122561982
1442,mtr,Permeability,linear,MLM,0,3,R2,0.0568758601326231
1443,mtr,Permeability,linear,CL,0,3,MAE,0.5176625029437535
1444,mtr,Permeability,linear,CL,0,3,RMSE,0.6742056543665907
1445,mtr,Permeability,linear,CL,0,3,R2,0.0528751686152773
1446,mtr,Permeability,linear,MTR,0,3,MAE,0.5249787018957968
1447,mtr,Permeability,linear,MTR,0,3,RMSE,0.6707737487632837
1448,mtr,Permeability,linear,MTR,0,3,R2,0.0624929169628639
1449,mtr,Permeability,linear,No DA,0,4,MAE,0.5492160032390745
1450,mtr,Permeability,linear,No DA,0,4,RMSE,0.6901539307544562
1451,mtr,Permeability,linear,No DA,0,4,R2,0.0112394134900477
1452,mtr,Permeability,linear,No DA,30,4,MAE,0.4714684480175804
1453,mtr,Permeability,linear,No DA,30,4,RMSE,0.6329619393398719
1454,mtr,Permeability,linear,No DA,30,4,R2,0.1683235439175935
1455,mtr,Permeability,linear,No DA,60,4,MAE,0.4243657831831763
1456,mtr,Permeability,linear,No DA,60,4,RMSE,0.5652360314520382
1457,mtr,Permeability,linear,No DA,60,4,R2,0.3367780490217186
1458,mtr,Permeability,linear,No DA,100,4,MAE,0.4175534424291359
1459,mtr,Permeability,linear,No DA,100,4,RMSE,0.5459472179309729
1460,mtr,Permeability,linear,No DA,100,4,R2,0.3812709184607531
1461,mtr,Permeability,linear,MLM,0,4,MAE,0.5466281286276051
1462,mtr,Permeability,linear,MLM,0,4,RMSE,0.6921421810476853
1463,mtr,Permeability,linear,MLM,0,4,R2,0.0055342071472596
1464,mtr,Permeability,linear,CL,0,4,MAE,0.4830419956973557
1465,mtr,Permeability,linear,CL,0,4,RMSE,0.613976441857968
1466,mtr,Permeability,linear,CL,0,4,R2,0.2174670558569552
1467,mtr,Permeability,linear,MTR,0,4,MAE,0.4876519397340033
1468,mtr,Permeability,linear,MTR,0,4,RMSE,0.6257756644373847
1469,mtr,Permeability,linear,MTR,0,4,R2,0.1871010645555132
1470,mtr,Permeability,random-forest,No DA,0,0,MAE,0.4534830230091682
1471,mtr,Permeability,random-forest,No DA,0,0,RMSE,0.5583193206972566
1472,mtr,Permeability,random-forest,No DA,0,0,R2,0.2828789813170675
1473,mtr,Permeability,random-forest,No DA,30,0,MAE,0.4006356421636294
1474,mtr,Permeability,random-forest,No DA,30,0,RMSE,0.502789747502749
1475,mtr,Permeability,random-forest,No DA,30,0,R2,0.4184327197320423
1476,mtr,Permeability,random-forest,No DA,60,0,MAE,0.4033045460442533
1477,mtr,Permeability,random-forest,No DA,60,0,RMSE,0.5074108491610744
1478,mtr,Permeability,random-forest,No DA,60,0,R2,0.4076933132344694
1479,mtr,Permeability,random-forest,No DA,100,0,MAE,0.4063713191294328
1480,mtr,Permeability,random-forest,No DA,100,0,RMSE,0.5108800112257124
1481,mtr,Permeability,random-forest,No DA,100,0,R2,0.3995664383733389
1482,mtr,Permeability,random-forest,MLM,0,0,MAE,0.4489620690885822
1483,mtr,Permeability,random-forest,MLM,0,0,RMSE,0.5540179759093081
1484,mtr,Permeability,random-forest,MLM,0,0,R2,0.2938859541226327
1485,mtr,Permeability,random-forest,CL,0,0,MAE,0.45015578549
1486,mtr,Permeability,random-forest,CL,0,0,RMSE,0.5652082036597652
1487,mtr,Permeability,random-forest,CL,0,0,R2,0.2650732563560782
1488,mtr,Permeability,random-forest,MTR,0,0,MAE,0.4023340948122117
1489,mtr,Permeability,random-forest,MTR,0,0,RMSE,0.511793000818285
1490,mtr,Permeability,random-forest,MTR,0,0,R2,0.3974184607137543
1491,mtr,Permeability,random-forest,No DA,0,1,MAE,0.4837878663257007
1492,mtr,Permeability,random-forest,No DA,0,1,RMSE,0.5974778214816856
1493,mtr,Permeability,random-forest,No DA,0,1,R2,0.3180831183375088
1494,mtr,Permeability,random-forest,No DA,30,1,MAE,0.4287834851200758
1495,mtr,Permeability,random-forest,No DA,30,1,RMSE,0.543203940930073
1496,mtr,Permeability,random-forest,No DA,30,1,R2,0.4363445785045237
1497,mtr,Permeability,random-forest,No DA,60,1,MAE,0.4349912419452083
1498,mtr,Permeability,random-forest,No DA,60,1,RMSE,0.54631060638677
1499,mtr,Permeability,random-forest,No DA,60,1,R2,0.4298788809424068
1500,mtr,Permeability,random-forest,No DA,100,1,MAE,0.4334337017283712
1501,mtr,Permeability,random-forest,No DA,100,1,RMSE,0.5378533076326744
1502,mtr,Permeability,random-forest,No DA,100,1,R2,0.4473940560940802
1503,mtr,Permeability,random-forest,MLM,0,1,MAE,0.4910463644746402
